"acc_1","acc_2","age","avg_rt","condition","correct_1","correct_2","count_block_loop","dis_position","distance_dis","distance_tar","gender","hand","practice","response_keyboard_response_1","response_keyboard_response_2","response_time_keyboard_response_1","response_time_keyboard_response_2","subject_nr","tar_color","tar_position","tar_shape"
"100","0","19","2216.95600121","high_load","1","0","0","","6","4","Female","Right-handed","yes","down","None","1433.83503042","3000.07697201","1","red","1","circle"
"100","50","19","2006.86558156","high_load","1","1","0","","6","2","Female","Right-handed","yes","left","d","1120.37618781","2473.174136","1","red","3","diamond"
"100","66","19","1752.21393384","high_load","1","1","0","","6","1","Female","Right-handed","yes","down","d","900.166355728","1585.65492106","1","green","6","circle"
"100","50","19","1855.84090786","high_load","1","0","0","","6","3","Female","Right-handed","yes","down","None","1333.27849078","3000.16516908","1","red","2","diamond"
"100","60","19","1744.74080802","high_load","1","1","0","","6","2","Female","Right-handed","yes","down","s","1382.88822673","1217.7925906","1","green","3","circle"
"100","50","19","1671.50665525","high_load","1","0","0","","6","1","Female","Right-handed","yes","down","s","1337.45710817","1273.21467458","1","red","6","diamond"
"85","57","19","1598.0410214","high_load","0","1","0","","6","2","Female","Right-handed","yes","down","s","1044.77685658","1269.71758011","1","green","7","diamond"
"87","62","19","1548.0459215","high_load","1","1","0","","6","2","Female","Right-handed","yes","down","s","1330.71596468","1065.44447961","1","red","7","circle"
"88","66","19","1499.69052624","high_load","1","1","0","","6","4","Female","Right-handed","yes","left","d","1023.85137734","1201.84335108","1","red","1","diamond"
"90","70","19","1520.27513","high_load","1","1","0","","6","3","Female","Right-handed","yes","down","d","2089.70220496","1321.37092261","1","green","0","diamond"
"90","72","19","1530.38727674","high_load","1","1","0","","6","1","Female","Right-handed","yes","left","s","1917.13194636","1345.885542","1","green","4","diamond"
"91","75","19","1507.55854335","high_load","1","1","0","","6","2","Female","Right-handed","yes","down","d","1007.48007468","1505.40487752","1","red","3","diamond"
"92","76","19","1481.67668006","high_load","1","1","0","","6","2","Female","Right-handed","yes","down","s","1292.29058084","1049.89806021","1","red","3","circle"
"92","78","19","1452.67849726","high_load","1","1","0","","6","0","Female","Right-handed","yes","left","d","1005.88258498","1145.52165687","1","green","5","circle"
"93","80","19","1424.31191577","high_load","1","1","0","","6","3","Female","Right-handed","yes","left","d","1093.25606628","961.103483394","1","red","2","diamond"
"93","75","19","1388.06252901","high_load","1","0","0","","6","1","Female","Right-handed","yes","left","s","830.915610786","857.727844326","1","red","4","circle"
"94","76","19","1369.61259446","high_load","1","1","0","","6","3","Female","Right-handed","yes","left","d","1203.58323897","945.244044531","1","green","2","circle"
"94","77","19","1368.96095428","high_load","1","1","0","","6","2","Female","Right-handed","yes","left","s","1146.01235336","1569.75378902","1","green","7","diamond"
"94","78","19","1375.22465991","high_load","1","1","0","","6","2","Female","Right-handed","yes","left","s","2174.6032815","801.339441052","1","red","7","circle"
"95","80","19","1390.65436462","high_load","1","1","0","","6","1","Female","Right-handed","yes","left","d","2045.96222535","1321.67528271","1","red","4","diamond"
"95","80","19","1379.75587109","high_load","1","1","0","","6","0","Female","Right-handed","yes","down","s","1602.25136681","721.320634242","1","green","5","diamond"
"95","81","19","1364.7009097","high_load","1","1","0","","6","2","Female","Right-handed","yes","left","s","1144.10408922","952.989351892","1","red","3","diamond"
"100","0","19","1207.47256991","high_load","1","0","1","5","0","3","Female","Right-handed","no","down","s","1253.58456993","1161.36056988","1","green","0","diamond"
"100","50","19","1215.51053121","high_load","1","1","1","5","0","4","Female","Right-handed","no","down","s","1013.07978756","1434.01719746","1","red","1","diamond"
"100","66","19","1200.56117932","high_load","1","1","1","5","0","1","Female","Right-handed","no","down","d","1307.82866161","1033.49628947","1","red","6","circle"
"100","75","19","1167.68814923","high_load","1","1","1","","6","2","Female","Right-handed","no","left","d","993.149492118","1144.98862579","1","red","7","diamond"
"100","80","19","1127.19029434","high_load","1","1","1","5","0","2","Female","Right-handed","no","left","d","936.640499393","993.757250195","1","green","3","diamond"
"100","83","19","1162.0395805","high_load","1","1","1","5","0","2","Female","Right-handed","no","down","d","1487.43768876","1185.13433378","1","red","3","circle"
"100","85","19","1143.02146433","high_load","1","1","1","","6","0","Female","Right-handed","no","down","d","816.049431407","1241.77610321","1","green","5","diamond"
"100","87","19","1142.87678675","high_load","1","1","1","5","0","1","Female","Right-handed","no","left","d","1362.42490017","921.30318725","1","green","4","diamond"
"100","88","19","1143.95133901","high_load","1","1","1","5","0","3","Female","Right-handed","no","left","d","943.162272684","1361.93324154","1","red","2","circle"
"100","90","19","1125.9512857","high_load","1","1","1","5","0","1","Female","Right-handed","no","left","s","846.5932033","1081.30840851","1","red","6","diamond"
"100","90","19","1120.60678309","high_load","1","1","1","","6","1","Female","Right-handed","no","left","d","1133.26835615","1001.0551578","1","green","6","circle"
"100","91","19","1176.85782609","high_load","1","1","1","5","0","3","Female","Right-handed","no","left","s","2501.75736695","1089.48123119","1","red","0","diamond"
"100","92","19","1163.69130419","high_load","1","1","1","","6","3","Female","Right-handed","no","left","s","1194.35044774","817.035635147","1","red","0","circle"
"100","85","19","1202.90344564","high_load","1","0","1","5","0","2","Female","Right-handed","no","down","s","2527.7190599","897.6035089","1","red","3","diamond"
"93","86","19","1191.62527551","high_load","0","1","1","4","1","2","Female","Right-handed","no","down","s","1228.37335397","839.088433451","1","green","7","circle"
"93","87","19","1177.6721591","high_load","1","1","1","5","0","3","Female","Right-handed","no","left","s","1255.03388852","681.716937397","1","red","0","circle"
"94","88","19","1168.71159382","high_load","1","1","1","","6","0","Female","Right-handed","no","down","s","1137.39630028","913.28879862","1","red","5","diamond"
"94","88","19","1185.39482697","high_load","1","1","1","5","0","4","Female","Right-handed","no","down","d","1889.01471673","1049.00486431","1","green","1","circle"
"89","84","19","1184.73102413","high_load","0","0","1","3","2","1","Female","Right-handed","no","down","d","945.389970613","1400.17517544","1","green","6","diamond"
"90","85","19","1178.36909645","high_load","1","1","1","5","0","2","Female","Right-handed","no","left","s","1282.10494042","832.880000322","1","green","7","circle"
"90","80","19","1198.85169079","high_load","1","0","1","2","3","0","Female","Right-handed","no","down","s","1495.76766259","1721.23949292","1","red","5","circle"
"90","81","19","1199.93593976","high_load","1","1","1","","6","1","Female","Right-handed","no","down","s","1316.39724864","1129.01308748","1","green","4","circle"
"91","78","19","1204.31364327","high_load","1","0","1","","6","3","Female","Right-handed","no","down","d","807.845819945","1793.40042085","1","green","2","circle"
"91","79","19","1202.3685647","high_load","1","1","1","","6","0","Female","Right-handed","no","left","s","1162.28295099","1152.98056425","1","red","5","circle"
"92","80","19","1215.70580276","high_load","1","1","1","5","0","2","Female","Right-handed","no","left","s","1053.95544668","2017.64358564","1","red","3","circle"
"92","80","19","1227.7286518","high_load","1","1","1","5","0","4","Female","Right-handed","no","down","s","1255.49090977","1801.10884579","1","green","1","circle"
"92","81","19","1212.93835984","high_load","1","1","1","5","0","1","Female","Right-handed","no","left","s","872.055540429","784.725997335","1","green","4","circle"
"92","82","19","1209.50906343","high_load","1","1","1","3","2","0","Female","Right-handed","no","left","s","1424.56118745","809.274933403","1","red","5","circle"
"93","82","19","1197.37014439","high_load","1","1","1","","6","4","Female","Right-handed","no","down","s","866.195084891","848.765737959","1","red","1","circle"
"93","80","19","1205.14284132","high_load","1","0","1","5","0","1","Female","Right-handed","no","left","s","1891.6670435","969.435060804","1","green","4","diamond"
"93","80","19","1201.51227837","high_load","1","1","1","","6","2","Female","Right-handed","no","left","d","1152.20058133","1032.99019858","1","green","7","circle"
"93","78","19","1200.4716359","high_load","1","0","1","","6","4","Female","Right-handed","no","down","d","1350.86017812","985.563260241","1","red","1","circle"
"93","78","19","1202.7637593","high_load","1","1","1","","6","2","Female","Right-handed","no","down","d","1119.12699642","1433.09641995","1","green","3","diamond"
"94","76","19","1204.05614511","high_load","1","0","1","5","0","1","Female","Right-handed","no","left","s","884.758806642","1608.65094706","1","green","6","diamond"
"91","77","19","1198.94557983","high_load","0","1","1","0","3","4","Female","Right-handed","no","left","s","955.197165385","1095.17555549","1","red","1","diamond"
"91","77","19","1189.89609422","high_load","1","1","1","","6","2","Female","Right-handed","no","down","d","769.763602948","976.564592173","1","green","3","diamond"
"91","78","19","1186.0601561","high_load","1","1","1","5","0","3","Female","Right-handed","no","left","s","1126.64202921","969.290738314","1","red","2","circle"
"92","78","19","1178.28340813","high_load","1","1","1","","6","3","Female","Right-handed","no","left","d","788.124952494","992.962514312","1","green","0","circle"
"92","79","19","1189.03352059","high_load","1","1","1","5","0","2","Female","Right-handed","no","down","d","1202.66759289","1992.40799522","1","red","7","diamond"
"92","80","19","1184.28604623","high_load","1","1","1","5","0","2","Female","Right-handed","no","left","d","893.341184477","1104.92790771","1","green","3","circle"
"92","78","19","1203.1072133","high_load","1","0","1","","6","1","Female","Right-handed","no","down","None","911.826651369","3000.0811413","1","green","6","circle"
"92","78","19","1202.1908934","high_load","1","1","1","5","0","2","Female","Right-handed","no","down","s","792.309342753","1536.9342117","1","green","7","circle"
"93","79","19","1197.0500392","high_load","1","1","1","2","3","2","Female","Right-handed","no","left","s","1097.79196201","864.47636431","1","red","3","diamond"
