"acc_1","acc_2","age","avg_rt","condition","correct_1","correct_2","count_block_loop","dis_position","distance_dis","distance_tar","gender","hand","practice","response_keyboard_response_1","response_keyboard_response_2","response_time_keyboard_response_1","response_time_keyboard_response_2","subject_nr","tar_color","tar_position","tar_shape"
"0","0","23","3000.12876691","high_load","0","0","0","","6","3","Male","Right-handed","yes","None","None","3000.12539941","3000.13213441","4","red","1","diamond"
"50","0","23","2629.01827335","high_load","1","0","0","","6","3","Male","Right-handed","yes","left","None","1515.72223165","3000.09332795","4","red","7","diamond"
"33","33","23","2519.85704467","high_load","0","1","0","","6","2","Male","Right-handed","yes","None","d","3000.09364866","1602.97552595","4","red","2","circle"
"50","25","23","2246.95517564","high_load","1","0","0","","6","1","Male","Right-handed","yes","left","d","1190.8678441","1665.63129302","4","red","3","circle"
"60","20","23","2060.20675829","high_load","1","0","0","","6","0","Male","Right-handed","yes","left","d","1320.45065533","1305.97552242","4","red","4","circle"
"66","33","23","1940.30670044","high_load","1","1","0","","6","3","Male","Right-handed","yes","left","d","1191.93871016","1489.67411227","4","red","7","circle"
"71","28","23","2009.57747729","high_load","1","0","0","","6","1","Male","Right-handed","yes","down","None","1850.32185314","3000.08242365","4","green","3","diamond"
"75","25","23","2127.93540054","high_load","1","0","0","","6","1","Male","Right-handed","yes","left","None","2912.67743134","3000.2042952","4","red","5","diamond"
"77","22","23","2066.98552112","high_load","1","0","0","","6","2","Male","Right-handed","yes","down","d","1261.06040435","1897.71256724","4","red","2","diamond"
"80","30","23","2017.78816287","high_load","1","1","0","","6","4","Male","Right-handed","yes","left","d","1780.72742562","1369.29645158","4","red","0","circle"
"81","27","23","1940.53045962","high_load","1","0","0","","6","2","Male","Right-handed","yes","down","d","1094.00594027","1241.90091394","4","red","6","diamond"
"83","25","23","1964.56888046","high_load","1","0","0","","6","1","Male","Right-handed","yes","down","None","1457.74985992","3000.23315952","4","green","5","circle"
"84","30","23","1906.29106612","high_load","1","1","0","","6","4","Male","Right-handed","yes","left","s","1420.14062053","993.773967402","4","green","0","circle"
"85","35","23","1873.58889583","high_load","1","1","0","","6","2","Male","Right-handed","yes","left","d","1383.60449218","1513.31687212","4","red","6","circle"
"86","40","23","1816.52523687","high_load","1","1","0","","6","3","Male","Right-handed","yes","left","d","1217.29408599","817.973936806","4","red","7","circle"
"87","37","23","1769.03016225","high_load","1","0","0","","6","3","Male","Right-handed","yes","left","s","1015.6630598","1097.54502593","4","green","1","circle"
"88","41","23","1711.18293525","high_load","1","1","0","","6","3","Male","Right-handed","yes","left","s","706.327089767","864.927516897","4","green","1","circle"
"88","44","23","1683.80075527","high_load","1","1","0","","6","1","Male","Right-handed","yes","down","d","1482.97085634","953.636534781","4","red","3","circle"
"89","47","23","1659.63692609","high_load","1","1","0","","6","3","Male","Right-handed","yes","left","s","656.260653741","1793.11534789","4","green","1","diamond"
"90","45","23","1647.66180613","high_load","1","0","0","","6","0","Male","Right-handed","yes","down","s","1246.75268446","1593.51636943","4","green","4","diamond"
"90","47","23","1652.19597031","high_load","1","1","0","","6","3","Male","Right-handed","yes","down","s","1932.63999112","1553.11851655","4","red","7","circle"
"90","50","23","1623.20213589","high_load","1","1","0","","6","0","Male","Right-handed","yes","left","d","1043.03188192","985.631344338","4","green","4","diamond"
"100","0","23","1323.21409271","high_load","1","0","1","4","0","2","Male","Right-handed","no","down","d","1436.78089773","1209.6472877","4","green","2","circle"
"100","0","23","1427.2023552","high_load","1","0","1","4","0","2","Male","Right-handed","no","left","d","1973.26009922","1089.12113615","4","red","6","diamond"
"100","0","23","1332.72745","high_load","1","0","1","","6","1","Male","Right-handed","no","down","d","1141.9309649","1145.62431427","4","red","3","circle"
"100","0","23","1306.23301616","high_load","1","0","1","4","0","1","Male","Right-handed","no","left","d","1140.37036764","1313.12906165","4","green","5","diamond"
