"acc_1","acc_2","age","avg_rt","condition","correct_1","correct_2","count_block_loop","dis_position","distance_dis","distance_tar","gender","hand","practice","response_keyboard_response_1","response_keyboard_response_2","response_time_keyboard_response_1","response_time_keyboard_response_2","subject_nr","tar_position"
"100","100","19","1344.01094552","low_load","1","1","0","","6","1","Female","Right-handed","yes","left","s","1886.43157061","801.590320421","4","7"
"100","100","19","1035.57662826","low_load","1","1","0","","6","2","Female","Right-handed","yes","left","s","940.189635112","514.094986898","4","2"
"100","100","19","898.209251178","low_load","1","1","0","","6","1","Female","Right-handed","yes","down","d","685.026048846","561.92294518","4","1"
"100","100","19","864.549791403","low_load","1","1","0","","6","2","Female","Right-handed","yes","left","d","669.513801848","857.629022306","4","6"
"100","100","19","821.683630597","low_load","1","1","0","","6","1","Female","Right-handed","yes","left","d","635.219891803","665.218082944","4","1"
"100","100","19","843.577279108","low_load","1","1","0","","6","3","Female","Right-handed","yes","down","d","807.960133268","1098.13091006","4","5"
"100","85","19","1105.60051638","low_load","1","0","0","","6","2","Female","Right-handed","yes","down","s","929.817241118","4425.66263885","4","6"
"100","87","19","1065.11139956","low_load","1","1","0","","6","1","Female","Right-handed","yes","down","d","753.21938378","810.155779945","4","1"
"100","88","19","1033.25741543","low_load","1","1","0","","6","4","Female","Right-handed","yes","left","d","642.928709152","913.922375585","4","4"
"100","90","19","1002.36774484","low_load","1","1","0","","6","0","Female","Right-handed","yes","down","d","807.24364558","641.47777349","4","0"
"100","90","19","980.251367228","low_load","1","1","0","","6","3","Female","Right-handed","yes","left","d","707.962955599","810.212226603","4","5"
"100","91","19","961.594277036","low_load","1","1","0","","6","3","Female","Right-handed","yes","left","s","686.860244492","825.87232536","4","5"
"100","92","19","958.766938068","low_load","1","1","0","","6","4","Female","Right-handed","yes","left","d","792.212157328","1057.46558358","4","4"
"100","92","19","952.302574609","low_load","1","1","0","","6","1","Female","Right-handed","yes","down","s","998.348935274","738.182764013","4","7"
"100","93","19","938.670086821","low_load","1","1","0","","6","0","Female","Right-handed","yes","left","d","989.689504899","505.941010681","4","0"
"100","93","19","947.590501471","low_load","1","1","0","","6","2","Female","Right-handed","yes","down","d","833.254008674","1329.53943377","4","2"
"100","94","19","934.180037595","low_load","1","1","0","","6","4","Female","Right-handed","yes","left","s","918.087240876","521.137990268","4","4"
"100","94","19","913.658147141","low_load","1","1","0","","6","2","Female","Right-handed","yes","down","s","655.728630129","473.843388751","4","6"
"100","94","19","897.180995869","low_load","1","1","0","","6","1","Female","Right-handed","yes","down","d","735.567936761","465.616609174","4","1"
"100","95","19","879.155027217","low_load","1","1","0","","6","3","Female","Right-handed","yes","left","s","592.064177283","481.25906835","4","5"
"100","95","19","867.355884017","low_load","1","1","0","","6","2","Female","Right-handed","yes","down","s","692.825309143","569.92073093","4","6"
"95","90","19","872.162957768","low_load","0","0","0","","6","4","Female","Right-handed","yes","down","s","1057.47328085","888.749732199","4","4"
"95","91","19","863.364124","low_load","1","1","0","","6","2","Female","Right-handed","yes","down","d","642.217032266","697.362529936","4","2"
"95","91","19","873.95190825","low_load","1","1","0","","6","3","Female","Right-handed","yes","left","s","1456.97578054","777.96611148","4","3"
"96","92","19","859.455879882","low_load","1","1","0","","6","1","Female","Right-handed","yes","down","s","581.442584127","441.659813958","4","1"
"96","92","19","864.199383607","low_load","1","1","0","","6","1","Female","Right-handed","yes","left","s","1428.13057651","537.443376947","4","7"
"96","92","19","859.892863484","low_load","1","1","0","","6","0","Female","Right-handed","yes","down","d","565.871003993","929.975676623","4","0"
"96","92","19","852.2433606","low_load","1","1","0","","6","2","Female","Right-handed","yes","left","s","817.754590458","473.658974955","4","2"
"96","93","19","880.919102208","low_load","1","1","0","","6","3","Female","Right-handed","yes","left","d","950.252855364","2417.42687913","4","3"
"96","93","19","873.432482742","low_load","1","1","0","","6","0","Female","Right-handed","yes","left","s","607.706315739","704.934720721","4","0"
"96","93","19","877.049331275","low_load","1","1","0","","6","3","Female","Right-handed","yes","left","s","1297.43892536","673.67064915","4","3"
"96","93","19","887.211610901","low_load","1","1","0","","6","3","Female","Right-handed","yes","left","d","1379.23654613","1025.2480125","4","3"
"100","100","19","692.516456127","low_load","1","1","1","","6","3","Female","Right-handed","no","left","s","887.071085588","497.961826666","4","5"
"100","100","19","706.593001642","low_load","1","1","1","4","4","1","Female","Right-handed","no","left","d","823.529468362","617.80962595","4","1"
"100","100","19","802.007576681","low_load","1","1","1","0","0","3","Female","Right-handed","no","down","s","1168.27678618","817.396667338","4","3"
"75","100","19","869.648271578","low_load","0","1","1","","6","4","Female","Right-handed","no","down","s","1145.08202084","1000.0586917","4","4"
"80","100","19","848.955865129","low_load","1","1","1","","6","3","Female","Right-handed","no","down","d","962.509797984","569.862680677","4","5"
"83","100","19","835.153631124","low_load","1","1","1","0","0","1","Female","Right-handed","no","left","d","954.99212954","577.292792659","4","1"
"85","100","19","862.912763891","low_load","1","1","1","4","4","3","Female","Right-handed","no","left","s","1480.95085677","577.984264211","4","5"
"87","100","19","850.331507851","low_load","1","1","1","","6","0","Female","Right-handed","no","down","d","746.89703745","777.628393695","4","0"
"88","100","19","838.405104688","low_load","1","1","1","5","3","3","Female","Right-handed","no","left","d","908.426844489","577.560914284","4","3"
"90","100","19","825.91127676","low_load","1","1","1","2","2","4","Female","Right-handed","no","left","d","784.895900819","642.037749985","4","4"
"90","100","19","810.936878059","low_load","1","1","1","0","0","3","Female","Right-handed","no","left","s","928.604279427","393.781502684","4","5"
"91","100","19","836.777113959","low_load","1","1","1","0","0","1","Female","Right-handed","no","down","d","1536.50719631","705.532221418","4","7"
"84","100","19","834.340841199","low_load","0","1","1","0","0","1","Female","Right-handed","no","left","s","1006.23222411","603.978912044","4","7"
