"acc_1","acc_2","age","avg_rt","condition","correct_1","correct_2","count_block_loop","dis_position","distance_dis","distance_tar","gender","hand","practice","response_keyboard_response_1","response_keyboard_response_2","response_time_keyboard_response_1","response_time_keyboard_response_2","subject_nr","tar_position"
"100","100","21","1478.95217741","high_load","1","1","0","","6","2","Male","Right-handed","yes","down","d","1188.30037594","1769.60397888","13","7"
"100","50","21","1280.96719248","high_load","1","0","0","","6","4","Male","Right-handed","yes","down","d","1155.92261357","1010.04180155","13","5"
"100","66","21","1153.37156643","high_load","1","1","0","","6","2","Male","Right-handed","yes","left","d","954.472099053","841.88852962","13","7"
"100","75","21","1031.12045255","high_load","1","1","0","","6","0","Male","Right-handed","yes","down","d","679.34995603","649.384265762","13","1"
"100","80","21","958.510018711","high_load","1","1","0","","6","1","Male","Right-handed","yes","left","d","694.015457015","642.121109689","13","0"
"100","83","21","983.383182609","high_load","1","1","0","","6","2","Male","Right-handed","yes","left","s","765.702201297","1449.79580291","13","3"
"100","85","21","970.2511566","high_load","1","1","0","","6","3","Male","Right-handed","yes","down","d","949.468356346","833.449644746","13","6"
"100","75","21","999.917015868","high_load","1","0","0","","6","2","Male","Right-handed","yes","down","s","781.030613205","1634.12544827","13","3"
"100","77","21","961.726221745","high_load","1","1","0","","6","1","Male","Right-handed","yes","down","d","598.650573786","713.749163744","13","0"
"100","80","21","936.092933889","high_load","1","1","0","","6","1","Male","Right-handed","yes","down","s","569.239714619","841.546971744","13","2"
"100","81","21","935.765573333","high_load","1","1","0","","6","1","Male","Right-handed","yes","left","s","838.937020577","1026.04691498","13","0"
"100","75","21","947.919746834","high_load","1","0","0","","6","3","Male","Right-handed","yes","down","d","1329.45389867","833.777412023","13","6"
"100","69","21","959.379443243","high_load","1","0","0","","6","2","Male","Right-handed","yes","down","d","736.361898689","1457.42970162","13","7"
"100","71","21","963.746712591","high_load","1","1","0","","6","0","Male","Right-handed","yes","down","d","966.914747794","1074.12768043","13","1"
"100","66","21","955.171528334","high_load","1","0","0","","6","2","Male","Right-handed","yes","down","s","748.560485892","921.677411578","13","7"
"100","62","21","936.744503644","high_load","1","0","0","","6","4","Male","Right-handed","yes","down","d","703.250348131","617.42791846","13","5"
"100","64","21","928.498485543","high_load","1","1","0","","6","3","Male","Right-handed","yes","down","s","775.100655344","818.023736509","13","4"
"100","61","21","948.418533582","high_load","1","0","0","","6","2","Male","Right-handed","yes","down","s","1476.45976705","1097.65893345","13","3"
"100","63","21","957.800393611","high_load","1","1","0","","6","0","Male","Right-handed","yes","left","s","716.207418318","1537.14032993","13","1"
"100","65","21","974.102616814","high_load","1","1","0","","6","3","Male","Right-handed","yes","left","s","965.807651282","1601.88206407","13","6"
"100","61","21","971.640563337","high_load","1","0","0","","6","3","Male","Right-handed","yes","left","d","915.28498755","929.514000025","13","6"
"100","59","21","990.275761263","high_load","1","0","0","","6","0","Male","Right-handed","yes","down","s","809.98317547","1953.24665995","13","1"
"100","60","21","992.752935285","high_load","1","1","0","","6","0","Male","Right-handed","yes","down","d","556.669422647","1537.8321049","13","1"
"100","62","21","989.199454886","high_load","1","1","0","","6","1","Male","Right-handed","yes","down","d","637.458604149","1177.48020728","13","2"
"100","64","21","974.352595487","high_load","1","1","0","","6","1","Male","Right-handed","yes","down","d","545.914679162","690.141260638","13","2"
"96","61","21","995.154806019","high_load","0","0","0","","6","3","Male","Right-handed","yes","left","s","2288.65168345","741.768455187","13","4"
"96","59","21","983.257653705","high_load","1","0","0","","6","1","Male","Right-handed","yes","down","d","698.431976743","649.431410366","13","0"
"96","60","21","977.2838871","high_load","1","1","0","","6","4","Male","Right-handed","yes","down","s","853.956907904","778.027469591","13","5"
"96","62","21","973.848975394","high_load","1","1","0","","6","4","Male","Right-handed","yes","left","d","1073.61742824","681.725467006","13","5"
"96","63","21","980.293243739","high_load","1","1","0","","6","4","Male","Right-handed","yes","left","d","1277.0948402","1057.25921132","13","5"
"96","61","21","983.327335681","high_load","1","0","0","","6","1","Male","Right-handed","yes","down","d","690.787815267","1457.9123726","13","0"
"96","62","21","969.881365364","high_load","1","1","0","","6","3","Male","Right-handed","yes","down","s","672.404625173","433.707945886","13","6"
"100","0","21","1312.70986567","high_load","1","0","1","1","0","2","Male","Right-handed","no","down","s","1664.16650578","961.25322556","13","7"
"100","50","21","1271.56224403","high_load","1","1","1","1","0","3","Male","Right-handed","no","left","d","1378.95605802","1081.87318678","13","6"
"100","33","21","1102.53572781","high_load","1","0","1","","6","4","Male","Right-handed","no","left","d","727.295701887","801.669688841","13","5"
"100","25","21","1063.55245527","high_load","1","0","1","","6","4","Male","Right-handed","no","left","s","1243.95089777","649.254377557","13","5"
"100","40","21","1019.52447447","high_load","1","1","1","","6","3","Male","Right-handed","no","down","d","1012.80954284","674.015559642","13","4"
"100","50","21","962.44664695","high_load","1","1","1","6","3","1","Male","Right-handed","no","left","s","648.443297865","705.671720869","13","2"
"100","57","21","922.414223616","high_load","1","1","1","4","3","0","Male","Right-handed","no","down","s","642.199042613","722.240324612","13","1"
"100","50","21","877.97808802","high_load","1","0","1","","6","1","Male","Right-handed","no","down","d","483.850566343","649.999711361","13","2"
"100","44","21","923.091803274","high_load","1","0","1","1","0","2","Male","Right-handed","no","left","s","1726.47788725","841.525163356","13","7"
"100","50","21","922.834779636","high_load","1","1","1","1","0","3","Male","Right-handed","no","down","d","1335.80014022","505.242993575","13","6"
"100","45","21","957.970698387","high_load","1","0","1","1","0","4","Male","Right-handed","no","down","s","1888.74000743","729.919764366","13","5"
"100","50","21","943.64079903","high_load","1","1","1","1","0","2","Male","Right-handed","no","left","d","754.501027241","817.522784957","13","3"
"100","46","21","944.94099375","high_load","1","0","1","1","0","2","Male","Right-handed","no","left","d","1047.89571484","873.190945927","13","7"
"100","50","21","948.782823804","high_load","1","1","1","4","3","4","Male","Right-handed","no","down","s","1035.55344884","961.899780184","13","5"
