"acc_1","acc_2","age","avg_rt","condition","correct_1","correct_2","count_block_loop","dis_position","distance_dis","distance_tar","gender","hand","practice","response_keyboard_response_1","response_keyboard_response_2","response_time_keyboard_response_1","response_time_keyboard_response_2","subject_nr","tar_position"
"100","100","22","1350.62460772","low_load","1","1","0","","6","2","Female","Right-handed","yes","down","s","1203.71663326","1497.53258219","27","5"
"100","50","22","1598.89603619","low_load","1","0","0","","6","4","Female","Right-handed","yes","left","s","1700.15910652","1994.17582281","27","7"
"100","66","22","1535.30073569","low_load","1","1","0","","6","1","Female","Right-handed","yes","left","d","1518.61732238","1297.60294699","27","2"
"100","75","22","1532.52146303","low_load","1","1","0","","6","1","Female","Right-handed","yes","down","d","1494.08490022","1554.28238986","27","2"
"100","60","22","1653.17698283","low_load","1","0","0","","6","2","Female","Right-handed","yes","down","s","2661.95397938","1609.6441447","27","5"
"100","50","22","1752.94279702","low_load","1","0","0","","6","4","Female","Right-handed","yes","down","d","2558.27368308","1945.27005292","27","7"
"100","57","22","1814.34104214","low_load","1","1","0","","6","3","Female","Right-handed","yes","left","s","2251.77443372","2113.68659191","27","6"
"100","62","22","1731.82177601","low_load","1","1","0","","6","1","Female","Right-handed","yes","left","d","1235.15532368","1073.21850254","27","4"
"100","66","22","1751.56272645","low_load","1","1","0","","6","1","Female","Right-handed","yes","down","s","2769.05662121","1049.92403874","27","4"
"100","70","22","1719.75712604","low_load","1","1","0","","6","3","Female","Right-handed","yes","down","s","1865.63565473","1001.37778993","27","6"
"100","63","22","1671.46971286","low_load","1","0","0","","6","2","Female","Right-handed","yes","left","s","1367.09442511","1010.09673714","27","5"
"100","66","22","1663.5222337","low_load","1","1","0","","6","1","Female","Right-handed","yes","left","s","2134.61418192","1017.58574384","27","2"
"100","61","22","1658.69546967","low_load","1","0","0","","6","4","Female","Right-handed","yes","down","s","2104.28901261","1097.25958994","27","7"
"100","64","22","1663.05936808","low_load","1","1","0","","6","2","Female","Right-handed","yes","down","s","2229.73652976","1209.84356504","27","1"
"100","66","22","1682.81297923","low_load","1","1","0","","6","4","Female","Right-handed","yes","left","d","2245.43037816","1673.29669277","27","7"
"100","68","22","1683.03101238","low_load","1","1","0","","6","2","Female","Right-handed","yes","down","s","2274.70873501","1097.89428412","27","5"
"100","70","22","1652.73784907","low_load","1","1","0","","6","2","Female","Right-handed","yes","down","d","1198.49058879","1137.60388347","27","1"
"100","72","22","1628.59302361","low_load","1","1","0","","6","1","Female","Right-handed","yes","down","d","1379.13854134","1057.12344016","27","4"
"100","73","22","1604.94889978","low_load","1","1","0","","6","2","Female","Right-handed","yes","down","d","1212.88329805","1145.82604375","27","5"
"100","75","22","1598.21968918","low_load","1","1","0","","6","1","Female","Right-handed","yes","down","s","1763.37452057","1177.35485498","27","4"
"95","76","22","1640.51903413","low_load","0","1","0","","6","2","Female","Right-handed","yes","None","s","3000.12924799","1972.88261814","27","1"
"95","77","22","1626.62822795","low_load","1","1","0","","6","3","Female","Right-handed","yes","left","s","1676.37491152","993.467684952","27","0"
"95","78","22","1619.40762451","low_load","1","1","0","","6","3","Female","Right-handed","yes","left","d","1455.10524731","1466.00345024","27","6"
"95","79","22","1607.48081779","low_load","1","1","0","","6","3","Female","Right-handed","yes","left","s","1208.70406606","1457.62446051","27","0"
"96","80","22","1596.14751845","low_load","1","1","0","","6","0","Female","Right-handed","yes","down","d","1639.14347392","1009.15319478","27","3"
"96","80","22","1582.44699124","low_load","1","1","0","","6","1","Female","Right-handed","yes","left","d","1365.91772323","1113.9498986","27","4"
"96","81","22","1579.7995662","low_load","1","1","0","","6","3","Female","Right-handed","yes","left","s","1220.54356635","1801.38946394","27","0"
"96","82","22","1595.82134529","low_load","1","1","0","","6","3","Female","Right-handed","yes","left","s","2655.91171625","1400.90704504","27","0"
"96","82","22","1589.60481248","low_load","1","1","0","","6","0","Female","Right-handed","yes","left","s","1533.47057781","1297.61320984","27","3"
"96","83","22","1588.30415846","low_load","1","1","0","","6","0","Female","Right-handed","yes","down","d","1860.03148777","1241.13889605","27","3"
"96","80","22","1593.76156092","low_load","1","0","0","","6","0","Female","Right-handed","yes","left","d","2249.34341703","1265.62385244","27","3"
"96","81","22","1591.28695193","low_load","1","1","0","","6","2","Female","Right-handed","yes","down","d","1972.01829228","1057.12985445","27","1"
"100","100","22","1308.45224095","low_load","1","1","1","","6","2","Female","Right-handed","no","down","d","1551.39146841","1065.51301348","27","5"
"100","100","22","1507.22377573","low_load","1","1","1","","6","1","Female","Right-handed","no","down","d","2009.97454488","1402.01607614","27","2"
"66","100","22","1701.74680416","low_load","0","1","1","2","1","2","Female","Right-handed","no","None","d","3000.0856308","1181.50009125","27","1"
"75","75","22","1664.25009549","low_load","1","0","1","3","0","1","Female","Right-handed","no","left","d","1813.27450572","1290.24543327","27","4"
"60","80","22","1629.41854122","low_load","0","1","1","","6","3","Female","Right-handed","no","left","d","1614.57513172","1365.60951651","27","0"
"66","83","22","1617.14453677","low_load","1","1","1","3","0","3","Female","Right-handed","no","left","s","1798.29232302","1313.25670607","27","0"
"57","85","22","1595.54802772","low_load","0","1","1","3","0","1","Female","Right-handed","no","left","s","1838.00192236","1093.93602448","27","4"
"62","87","22","1564.59276301","low_load","1","1","1","4","1","1","Female","Right-handed","no","down","d","1654.46304838","1041.34877169","27","2"
"66","88","22","1546.31918879","low_load","1","1","1","","6","3","Female","Right-handed","no","left","s","1470.15285578","1330.10833418","27","6"
"70","90","22","1523.81222545","low_load","1","1","1","","6","2","Female","Right-handed","no","down","s","1504.83365013","1137.66546067","27","5"
"72","90","22","1513.25899771","low_load","1","1","1","3","0","2","Female","Right-handed","no","left","s","1830.23806324","985.215377485","27","1"
"75","91","22","1488.68254289","low_load","1","1","1","3","0","4","Female","Right-handed","no","left","s","1370.92119176","1065.76188801","27","7"
"76","92","22","1477.47632441","low_load","1","1","1","3","0","2","Female","Right-handed","no","left","s","1524.47228818","1161.53111718","27","5"
