"acc_1","acc_2","age","avg_rt","condition","correct_1","correct_2","count_block_loop","dis_position","distance_dis","distance_tar","gender","hand","practice","response_keyboard_response_1","response_keyboard_response_2","response_time_keyboard_response_1","response_time_keyboard_response_2","subject_nr","tar_position"
"100","100","21","1580.50134282","low_load","1","1","0","","6","2","Male","Right-handed","yes","down","s","1886.88918067","1274.11350497","13","3"
"50","50","21","1685.34990921","low_load","0","0","0","","6","3","Male","Right-handed","yes","down","s","2063.68531006","1516.71164113","13","2"
"66","33","21","1497.96342776","low_load","1","0","0","","6","2","Male","Right-handed","yes","left","d","1540.11877876","706.262150961","13","7"
"75","50","21","1481.02489652","low_load","1","1","0","","6","4","Male","Right-handed","yes","left","s","2162.64312558","697.775480057","13","1"
"80","40","21","1518.48328419","low_load","1","0","0","","6","0","Male","Right-handed","yes","down","s","2783.15564841","553.478021311","13","5"
"83","50","21","1467.87934145","low_load","1","1","0","","6","3","Male","Right-handed","yes","left","s","1195.85217247","1233.86708299","13","0"
"85","42","21","1422.48498634","low_load","1","0","0","","6","1","Male","Right-handed","yes","left","s","1442.51596983","857.721741619","13","6"
"87","50","21","1376.58205038","low_load","1","1","0","","6","3","Male","Right-handed","yes","down","d","1549.28599972","561.236997548","13","0"
"88","55","21","1322.17752215","low_load","1","1","0","","6","3","Male","Right-handed","yes","down","s","1187.92642619","585.956166418","13","0"
"90","60","21","1383.70462652","low_load","1","1","0","","6","4","Male","Right-handed","yes","down","d","1689.48316039","2185.41397135","13","1"
"90","63","21","1326.06540546","low_load","1","1","0","","6","4","Male","Right-handed","yes","left","d","953.172254853","546.174134864","13","1"
"91","66","21","1288.41868645","low_load","1","1","0","","6","1","Male","Right-handed","yes","down","s","1194.68895142","553.920603348","13","4"
"92","61","21","1283.64842181","low_load","1","0","0","","6","3","Male","Right-handed","yes","left","s","1243.41723363","1209.39325851","13","2"
"92","64","21","1273.93012665","low_load","1","1","0","","6","1","Male","Right-handed","yes","left","s","1213.01890339","1082.16567577","13","4"
"93","66","21","1243.74416706","low_load","1","1","0","","6","1","Male","Right-handed","yes","down","s","856.638698475","785.642767023","13","4"
"93","68","21","1259.0925152","low_load","1","1","0","","6","1","Male","Right-handed","yes","left","d","1401.39913652","1577.23633817","13","6"
"94","70","21","1232.34689105","low_load","1","1","0","","6","2","Male","Right-handed","yes","left","d","1038.7897498","570.044059363","13","7"
"94","66","21","1225.83520789","low_load","1","0","0","","6","3","Male","Right-handed","yes","left","s","1116.48695056","1113.78623801","13","2"
"94","68","21","1201.27630059","low_load","1","1","0","","6","4","Male","Right-handed","yes","left","s","837.161881756","681.270056502","13","1"
"95","70","21","1178.38999399","low_load","1","1","0","","6","0","Male","Right-handed","yes","left","d","805.135298611","681.965038584","13","5"
"95","71","21","1164.89917911","low_load","1","1","0","","6","1","Male","Right-handed","yes","down","s","1236.54662858","553.619134424","13","6"
"95","72","21","1145.89627906","low_load","1","1","0","","6","3","Male","Right-handed","yes","left","s","772.28576945","721.38498672","13","2"
"95","73","21","1130.72584932","low_load","1","1","0","","6","2","Male","Right-handed","yes","left","d","863.939377807","730.013412161","13","3"
"95","70","21","1116.66288093","low_load","1","0","0","","6","2","Male","Right-handed","yes","down","s","976.827943989","609.60127207","13","3"
"96","72","21","1118.50815217","low_load","1","1","0","","6","1","Male","Right-handed","yes","down","s","868.384120156","1457.20520348","13","4"
"96","73","21","1102.87282862","low_load","1","1","0","","6","4","Male","Right-handed","yes","down","s","879.086908359","544.89257123","13","1"
"96","74","21","1097.08668296","low_load","1","1","0","","6","1","Male","Right-handed","yes","down","d","851.696853115","1041.59693862","13","4"
"96","71","21","1096.37776498","low_load","1","0","0","","6","2","Male","Right-handed","yes","down","d","945.234962956","1209.23899622","13","7"
"93","72","21","1094.54951264","low_load","0","1","0","","6","2","Male","Right-handed","yes","left","s","756.913099338","1329.80379504","13","3"
"93","73","21","1082.0640583","low_load","1","1","0","","6","3","Male","Right-handed","yes","left","s","702.399820915","737.571943633","13","0"
"93","74","21","1067.39229154","low_load","1","1","0","","6","3","Male","Right-handed","yes","left","d","741.167441613","513.311135812","13","2"
"90","75","21","1072.51837958","low_load","0","1","0","","6","0","Male","Right-handed","yes","down","d","1452.89227361","1009.96194436","13","5"
"100","100","21","512.22424413","low_load","1","1","1","5","0","3","Male","Right-handed","no","left","d","607.230571772","417.217916489","13","0"
"50","50","21","849.803050994","low_load","0","0","1","0","3","4","Male","Right-handed","no","down","d","663.700832503","1711.06288321","13","1"
"66","66","21","878.035348407","low_load","1","1","1","0","3","0","Male","Right-handed","no","down","d","835.367179527","1033.63270694","13","5"
"75","75","21","907.076333535","low_load","1","1","1","","6","0","Male","Right-handed","no","left","d","891.116480536","1097.2820973","13","5"
"80","80","21","967.310730433","low_load","1","1","1","5","0","1","Male","Right-handed","no","down","s","1350.71900338","1065.77763267","13","6"
"83","83","21","918.919291638","low_load","1","1","1","","6","4","Male","Right-handed","no","left","d","792.57238301","561.35181231","13","1"
"85","71","21","972.528942162","low_load","1","0","1","3","2","2","Male","Right-handed","no","down","d","811.242610003","1777.13108061","13","7"
"87","75","21","978.414484331","low_load","1","1","1","4","1","4","Male","Right-handed","no","down","s","1069.55240845","969.674150579","13","1"
"88","66","21","953.415300809","low_load","1","0","1","","6","2","Male","Right-handed","no","down","s","793.472941239","713.370724032","13","3"
"90","70","21","932.51550801","low_load","1","1","1","","6","3","Male","Right-handed","no","down","s","727.822951791","761.011793847","13","2"
"90","72","21","976.574960831","low_load","1","1","1","5","0","1","Male","Right-handed","no","down","d","1328.60882355","1505.73015453","13","4"
"91","75","21","952.72951246","low_load","1","1","1","5","0","4","Male","Right-handed","no","left","d","899.461076193","481.398084581","13","1"
"92","76","21","1002.75154535","low_load","1","1","1","","6","1","Male","Right-handed","no","down","s","2556.02318873","650.008691286","13","6"
"92","78","21","977.604467","low_load","1","1","1","6","1","3","Male","Right-handed","no","down","s","739.701148083","561.683748838","13","0"
"86","80","21","955.417909691","low_load","0","1","1","","6","2","Male","Right-handed","no","left","s","723.268205355","566.344009396","13","7"
"87","81","21","930.678022851","low_load","1","1","1","5","0","3","Male","Right-handed","no","down","s","621.1244406","498.0349999","13","0"
"82","82","21","952.20028169","low_load","0","1","1","5","0","2","Male","Right-handed","no","left","s","1497.59434213","1095.5185041","13","7"
"83","77","21","973.054664868","low_load","1","0","1","5","0","3","Male","Right-handed","no","left","s","1957.9563101","697.202047681","13","2"
"84","78","21","965.465814893","low_load","1","1","1","4","1","2","Male","Right-handed","no","left","s","1103.84417777","553.888852899","13","7"
"85","80","21","950.140231156","low_load","1","1","1","5","0","4","Male","Right-handed","no","down","d","756.397074341","561.511205986","13","1"
"85","80","21","994.402368098","low_load","1","1","1","5","0","1","Male","Right-handed","no","left","s","1894.25945442","1865.03075945","13","6"
"86","77","21","1013.59733449","low_load","1","0","1","","6","4","Male","Right-handed","no","down","s","1671.5524944","1161.83076304","13","1"
"86","73","21","1009.36183017","low_load","1","0","1","5","0","2","Male","Right-handed","no","left","s","1103.11006887","729.251401348","13","3"
"87","70","21","1022.80342473","low_load","1","0","1","","6","1","Male","Right-handed","no","left","s","1070.79420384","1593.12599541","13","4"
"88","72","21","1011.74068156","low_load","1","1","1","5","0","3","Male","Right-handed","no","down","s","986.802396101","505.667295049","13","2"
"88","69","21","1050.95176354","low_load","1","0","1","","6","2","Male","Right-handed","no","left","d","1781.15023864","2281.30738733","13","7"
"88","70","21","1042.79031249","low_load","1","1","1","6","1","2","Male","Right-handed","no","down","s","1235.54055623","425.644614323","13","3"
"85","71","21","1045.34155604","low_load","0","1","1","0","3","2","Male","Right-handed","no","down","s","1275.20039666","953.249867065","13","7"
"86","72","21","1042.6745186","low_load","1","1","1","5","0","3","Male","Right-handed","no","down","d","839.036120467","1096.95881999","13","2"
"86","73","21","1034.70794076","low_load","1","1","1","7","2","3","Male","Right-handed","no","down","d","1093.58365089","513.770715566","13","0"
"87","74","21","1033.01890628","low_load","1","1","1","5","0","2","Male","Right-handed","no","left","s","1459.394381","505.30136309","13","3"
"87","71","21","1028.09602671","low_load","1","0","1","5","0","3","Male","Right-handed","no","down","d","1293.96106433","457.0124558","13","2"
"87","72","21","1031.47999822","low_load","1","1","1","5","0","2","Male","Right-handed","no","down","d","1734.76250984","544.771662948","13","3"
"88","73","21","1030.66626122","low_load","1","1","1","4","1","1","Male","Right-handed","no","left","s","1566.2696043","441.356276615","13","6"
"88","74","21","1025.28854195","low_load","1","1","1","","6","1","Male","Right-handed","no","left","s","1131.89040899","553.001764556","13","6"
"88","75","21","1017.89812268","low_load","1","1","1","","6","2","Male","Right-handed","no","left","d","1036.70031359","481.766582234","13","7"
"89","72","21","1090.21785178","low_load","1","0","1","1","4","0","Male","Right-handed","no","down","None","2387.32951772","5000.12668109","13","5"
"89","73","21","1090.37121762","low_load","1","1","1","","6","3","Male","Right-handed","no","down","s","1318.58947181","873.502036198","13","2"
"89","74","21","1086.41955359","low_load","1","1","1","5","0","1","Male","Right-handed","no","left","d","1383.2693086","489.243332246","13","4"
"87","75","21","1135.70398686","low_load","0","1","1","","6","3","Male","Right-handed","no","None","d","3000.09076139","3115.50300731","13","0"
"87","75","21","1143.54946147","low_load","1","1","1","5","0","4","Male","Right-handed","no","left","d","993.450427284","1921.28646411","13","1"
"85","76","21","1139.76811343","low_load","0","1","1","5","0","1","Male","Right-handed","no","down","d","956.623432603","1012.84225542","13","4"
"86","76","21","1149.75114121","low_load","1","1","1","","6","1","Male","Right-handed","no","down","d","2168.50669614","969.569919303","13","6"
"86","77","21","1152.00716202","low_load","1","1","1","5","0","2","Male","Right-handed","no","down","s","1416.84300461","1081.18910889","13","3"
"86","77","21","1142.22135345","low_load","1","1","1","","6","1","Male","Right-handed","no","down","d","798.643133276","624.648419885","13","4"
"86","78","21","1129.94264714","low_load","1","1","1","","6","4","Male","Right-handed","no","down","s","617.280070403","537.521656051","13","1"
"87","78","21","1120.13928615","low_load","1","1","1","5","0","2","Male","Right-handed","no","left","s","801.134100433","537.235260574","13","7"
"87","79","21","1111.26626649","low_load","1","1","1","7","2","2","Male","Right-handed","no","left","d","915.685556367","472.783129029","13","3"
"87","79","21","1106.16849924","low_load","1","1","1","","6","2","Male","Right-handed","no","left","d","705.516175731","1017.43516654","13","3"
"88","80","21","1097.21894918","low_load","1","1","1","5","0","2","Male","Right-handed","no","left","d","804.133395508","513.248597048","13","7"
"88","80","21","1095.44660181","low_load","1","1","1","5","0","3","Male","Right-handed","no","left","s","1500.95411707","512.704349427","13","0"
"88","80","21","1090.40939529","low_load","1","1","1","5","0","4","Male","Right-handed","no","down","d","1146.44558518","520.578140424","13","1"
"88","81","21","1080.42483494","low_load","1","1","1","5","0","3","Male","Right-handed","no","left","s","721.240987203","401.214406622","13","2"
"88","81","21","1070.13690835","low_load","1","1","1","3","2","1","Male","Right-handed","no","left","d","560.833863041","488.91973422","13","4"
"89","81","21","1064.17394629","low_load","1","1","1","5","0","3","Male","Right-handed","no","down","d","907.677066491","576.670923579","13","0"
"89","82","21","1062.18259285","low_load","1","1","1","7","2","2","Male","Right-handed","no","left","s","1288.03848283","617.27782542","13","3"
"89","82","21","1062.34446823","low_load","1","1","1","7","2","3","Male","Right-handed","no","down","d","789.818753036","1353.00022514","13","0"
"89","82","21","1066.00261188","low_load","1","1","1","5","0","1","Male","Right-handed","no","down","s","2036.50692448","512.526675189","13","6"
"89","83","21","1059.84325551","low_load","1","1","1","7","2","0","Male","Right-handed","no","left","d","732.149672265","673.051500513","13","5"
"90","83","21","1056.31836102","low_load","1","1","1","","6","1","Male","Right-handed","no","down","d","743.759753643","952.939418217","13","4"
"90","83","21","1052.03626748","low_load","1","1","1","5","0","2","Male","Right-handed","no","down","s","1069.71725422","520.504056039","13","7"
"90","83","21","1054.33904408","low_load","1","1","1","5","0","4","Male","Right-handed","no","left","s","908.270382986","1481.34645001","13","1"
"90","82","21","1054.83875999","low_load","1","0","1","5","0","1","Male","Right-handed","no","down","s","1450.81823156","720.824062095","13","6"
"90","82","21","1050.96668396","low_load","1","1","1","5","0","1","Male","Right-handed","no","left","s","925.493559147","688.558228081","13","4"
"90","83","21","1051.97609919","low_load","1","1","1","5","0","3","Male","Right-handed","no","left","d","1360.00071839","873.156629783","13","0"
"90","83","21","1056.13169859","low_load","1","1","1","","6","3","Male","Right-handed","no","down","d","1355.7727771","1296.71854284","13","2"
"91","83","21","1072.3513162","low_load","1","1","1","2","3","2","Male","Right-handed","no","left","s","2869.33406798","1416.35808864","13","3"
"91","83","21","1066.90421478","low_load","1","1","1","5","0","2","Male","Right-handed","no","left","s","787.957663501","615.939175117","13","3"
"89","82","21","1068.89187498","low_load","0","0","1","2","3","1","Male","Right-handed","no","left","d","1042.56356344","1365.54197378","13","6"
"90","82","21","1067.03297584","low_load","1","1","1","","6","0","Male","Right-handed","no","left","s","1349.28125319","528.256618045","13","5"
"90","83","21","1066.47290159","low_load","1","1","1","","6","0","Male","Right-handed","no","down","d","1437.6357011","616.89970642","13","5"
"90","83","21","1065.91771684","low_load","1","1","1","1","4","1","Male","Right-handed","no","left","d","1340.38471283","712.61448603","13","4"
"89","82","21","1072.26195595","low_load","0","0","1","5","0","1","Male","Right-handed","no","down","s","2109.05510018","949.039244198","13","4"
"89","82","21","1076.84106543","low_load","1","1","1","6","1","0","Male","Right-handed","no","left","s","1973.5881152","848.643999198","13","5"
"89","82","21","1073.59240846","low_load","1","1","1","5","0","1","Male","Right-handed","no","left","s","1226.14595073","440.237634482","13","6"
"89","82","21","1070.2426115","low_load","1","1","1","","6","3","Male","Right-handed","no","down","s","773.010577712","865.005102522","13","0"
"89","83","21","1079.49285055","low_load","1","1","1","5","0","2","Male","Right-handed","no","left","s","1452.51543745","2112.50659864","13","7"
"89","83","21","1075.42582444","low_load","1","1","1","0","3","1","Male","Right-handed","no","left","d","1036.24971376","488.279914538","13","6"
"89","82","21","1095.44270452","low_load","1","0","1","","6","2","Male","Right-handed","no","down","s","928.636853743","4384.88184663","13","3"
"90","82","21","1090.59776557","low_load","1","1","1","","6","3","Male","Right-handed","no","down","d","695.258214548","720.436963167","13","0"
"100","100","21","670.397291143","low_load","1","1","2","","6","1","Male","Right-handed","no","left","d","843.440773866","497.35380842","13","6"
"100","100","21","675.488588119","low_load","1","1","2","","6","3","Male","Right-handed","no","down","s","768.030567666","593.129202525","13","0"
"100","100","21","766.548185104","low_load","1","1","2","1","4","3","Male","Right-handed","no","down","s","1208.61328785","688.721470296","13","2"
"100","100","21","891.014734775","low_load","1","1","2","","6","0","Male","Right-handed","no","left","d","935.3310674","1593.49770018","13","5"
"100","100","21","861.739167805","low_load","1","1","2","","6","2","Male","Right-handed","no","down","s","968.06514038","521.208659471","13","7"
"83","100","21","971.73453566","low_load","0","1","2","5","0","1","Male","Right-handed","no","left","s","2317.65171103","725.771038844","13","4"
"85","100","21","926.385985049","low_load","1","1","2","","6","4","Male","Right-handed","no","down","d","843.24193266","465.347430107","13","1"
"87","100","21","899.386109852","low_load","1","1","2","","6","4","Male","Right-handed","no","down","s","739.729049994","681.044916946","13","1"
"88","88","21","871.422167887","low_load","1","0","2","2","3","4","Male","Right-handed","no","left","s","622.773539751","672.647724583","13","1"
"90","90","21","861.371327612","low_load","1","1","2","","6","3","Male","Right-handed","no","left","d","956.437419862","585.390110407","13","0"
"90","90","21","845.659398545","low_load","1","1","2","5","0","2","Male","Right-handed","no","down","d","815.94584592","561.134369831","13","3"
"91","91","21","845.616240965","low_load","1","1","2","5","0","4","Male","Right-handed","no","left","s","961.575861447","728.707153728","13","1"
"92","92","21","831.756657443","low_load","1","1","2","","6","4","Male","Right-handed","no","down","d","601.480212414","729.403097946","13","1"
"92","92","21","821.463826799","low_load","1","1","2","","6","3","Male","Right-handed","no","down","d","662.351919427","712.962137428","13","2"
"93","93","21","805.078083659","low_load","1","1","2","5","0","4","Male","Right-handed","no","left","s","574.531135648","576.824223734","13","1"
