"acc_1","acc_2","age","avg_rt","condition","correct_1","correct_2","count_block_loop","dis_position","distance_dis","distance_tar","gender","hand","practice","response_keyboard_response_1","response_keyboard_response_2","response_time_keyboard_response_1","response_time_keyboard_response_2","subject_nr","tar_position"
"100","100","22","2258.50671432","high_load","1","1","0","","6","4","Female","Right-handed","yes","down","d","2803.77942917","1713.23399946","27","3"
"100","100","22","2038.41311056","high_load","1","1","0","","6","1","Female","Right-handed","yes","left","d","1930.71409993","1705.92491367","27","0"
"100","66","22","1919.70819033","high_load","1","0","0","","6","2","Female","Right-handed","yes","left","s","1715.23654145","1649.36015832","27","1"
"100","50","22","1859.88612387","high_load","1","0","0","","6","3","Female","Right-handed","yes","down","d","2158.97053179","1201.86931714","27","2"
"100","60","22","1835.60050763","high_load","1","1","0","","6","4","Female","Right-handed","yes","left","d","1859.36504282","1617.55104254","27","3"
"100","66","22","1825.00333276","high_load","1","1","0","","6","1","Female","Right-handed","yes","left","d","1693.96674895","1850.06816789","27","6"
"100","71","22","1777.1064203","high_load","1","1","0","","6","3","Female","Right-handed","yes","left","d","1417.72082885","1561.72906223","27","2"
"100","75","22","1759.48054417","high_load","1","1","0","","6","1","Female","Right-handed","yes","down","d","1830.22683824","1441.9719843","27","6"
"100","66","22","1729.00717129","high_load","1","0","0","","6","3","Female","Right-handed","yes","down","d","1424.59855352","1545.84182291","27","4"
"100","70","22","1690.93917103","high_load","1","1","0","","6","4","Female","Right-handed","yes","left","s","1215.28897829","1481.36535904","27","3"
"100","72","22","1677.93645635","high_load","1","1","0","","6","1","Female","Right-handed","yes","down","s","1749.86153147","1345.95708775","27","6"
"100","66","22","1656.60908343","high_load","1","0","0","","6","1","Female","Right-handed","yes","left","d","1498.4219238","1345.59403882","27","6"
"100","69","22","1655.40052184","high_load","1","1","0","","6","2","Female","Right-handed","yes","down","d","1655.8296133","1625.96595229","27","1"
"100","71","22","1660.6691165","high_load","1","1","0","","6","3","Female","Right-handed","yes","down","s","1536.69408028","1921.62761379","27","4"
"100","66","22","1693.69792597","high_load","1","0","0","","6","0","Female","Right-handed","yes","left","d","2255.02038622","2057.18213094","27","7"
"100","68","22","1678.22429224","high_load","1","1","0","","6","3","Female","Right-handed","yes","left","s","1738.48963306","1153.74993946","27","4"
"100","70","22","1678.19459902","high_load","1","1","0","","6","3","Female","Right-handed","yes","down","s","1898.16766125","1457.27135375","27","2"
"100","72","22","1691.76030375","high_load","1","1","0","","6","2","Female","Right-handed","yes","down","d","1522.82766369","2321.92690465","27","5"
"100","73","22","1688.20904407","high_load","1","1","0","","6","0","Female","Right-handed","yes","down","s","1983.10411326","1265.46862657","27","7"
"100","75","22","1676.74485582","high_load","1","1","0","","6","0","Female","Right-handed","yes","left","s","1539.96248281","1377.88807509","27","7"
"100","76","22","1697.84938103","high_load","1","1","0","","6","2","Female","Right-handed","yes","down","s","2662.47610275","1577.40366776","27","1"
"100","77","22","1710.30883446","high_load","1","1","0","","6","1","Female","Right-handed","yes","down","d","1733.80335128","2210.11136172","27","0"
"100","78","22","1711.17685931","high_load","1","1","0","","6","3","Female","Right-handed","yes","down","d","1995.1222516","1465.42456039","27","4"
"100","79","22","1711.03030929","high_load","1","1","0","","6","2","Female","Right-handed","yes","down","d","1726.17868229","1689.14063559","27","1"
