"acc_1","acc_2","age","avg_rt","condition","correct_1","correct_2","count_block_loop","dis_position","distance_dis","distance_tar","gender","hand","practice","response_keyboard_response_1","response_keyboard_response_2","response_time_keyboard_response_1","response_time_keyboard_response_2","subject_nr","tar_position"
"100","100","18","1330.70085442","low_load","1","1","0","","6","3","Female","Right-handed","yes","down","d","1147.63711912","1513.76458971","2","3"
"100","100","18","1306.74259157","low_load","1","1","0","","6","4","Female","Right-handed","yes","left","d","868.114137195","1697.45452026","2","2"
"100","100","18","1083.88023191","low_load","1","1","0","","6","2","Female","Right-handed","yes","left","s","546.134956064","730.176069111","2","4"
"100","100","18","1028.85725859","low_load","1","1","0","","6","2","Female","Right-handed","yes","left","d","717.708288901","1009.86838835","2","0"
"100","100","18","972.978223158","low_load","1","1","0","","6","2","Female","Right-handed","yes","down","s","729.433614802","769.49054806","2","0"
"100","100","18","939.250854517","low_load","1","1","0","","6","2","Female","Right-handed","yes","left","s","835.116453076","706.111569555","2","4"
"100","100","18","889.913452415","low_load","1","1","0","","6","2","Female","Right-handed","yes","down","d","569.985218264","617.792861342","2","0"
"100","100","18","866.924626776","low_load","1","1","0","","6","4","Female","Right-handed","yes","left","d","746.430847357","665.574847252","2","2"
"100","100","18","888.339273146","low_load","1","1","0","","6","1","Female","Right-handed","yes","down","s","926.233396204","1193.079492","2","7"
"100","100","18","896.185885543","low_load","1","1","0","","6","0","Female","Right-handed","yes","left","s","795.672405427","1137.9383888","2","6"
"100","100","18","871.270770681","low_load","1","1","0","","6","3","Female","Right-handed","yes","left","d","650.656807473","593.582436642","2","1"
"100","100","18","848.169189996","low_load","1","1","0","","6","3","Female","Right-handed","yes","left","d","570.862372705","617.241232224","2","1"
"100","100","18","833.907852428","low_load","1","1","0","","6","4","Female","Right-handed","yes","left","d","595.645914401","729.897688835","2","2"
"100","100","18","820.876232157","low_load","1","1","0","","6","2","Female","Right-handed","yes","left","d","677.221277361","625.709059899","2","4"
"100","100","18","817.871831968","low_load","1","1","0","","6","3","Female","Right-handed","yes","down","s","742.192603872","809.42785477","2","3"
"100","100","18","813.528411465","low_load","1","1","0","","6","1","Female","Right-handed","yes","down","s","766.835993287","729.918214569","2","7"
"100","100","18","803.06339609","low_load","1","1","0","","6","3","Female","Right-handed","yes","down","d","685.519126297","585.72717386","2","1"
"100","100","18","790.496802244","low_load","1","1","0","","6","1","Female","Right-handed","yes","down","d","656.337945958","497.391467773","2","5"
"100","100","18","786.792223171","low_load","1","1","0","","6","3","Female","Right-handed","yes","left","s","630.040631334","810.178968371","2","1"
"100","100","18","776.865580813","low_load","1","1","0","","6","1","Female","Right-handed","yes","left","s","678.648778062","497.869973961","2","7"
"100","100","18","764.396531108","low_load","1","1","0","","6","1","Female","Right-handed","yes","left","s","396.517103549","633.513970489","2","7"
"95","100","18","762.15417235","low_load","0","1","0","","6","2","Female","Right-handed","yes","left","d","567.04843464","863.080842209","2","4"
"95","100","18","764.009033499","low_load","1","1","0","","6","3","Female","Right-handed","yes","left","s","567.904421917","1041.72753563","2","3"
"95","100","18","759.903573413","low_load","1","1","0","","6","2","Female","Right-handed","yes","left","d","609.369292282","721.586690601","2","0"
"96","100","18","757.157788699","low_load","1","1","0","","6","1","Female","Right-handed","yes","down","s","741.17529715","641.342613959","2","5"
"96","100","18","751.857905866","low_load","1","1","0","","6","1","Female","Right-handed","yes","left","s","661.768927052","576.952743024","2","5"
"96","100","18","779.921582666","low_load","1","1","0","","6","4","Female","Right-handed","yes","down","d","1649.56349139","1369.59086759","2","2"
"96","100","18","785.626805079","low_load","1","1","0","","6","2","Female","Right-handed","yes","down","s","1254.05952527","625.276095184","2","4"
"96","100","18","785.149151036","low_load","1","1","0","","6","1","Female","Right-handed","yes","left","d","581.688094144","961.861581501","2","7"
"96","100","18","795.444398725","low_load","1","1","0","","6","4","Female","Right-handed","yes","down","d","1458.51412283","729.499040583","2","2"
"96","96","18","791.918792745","low_load","1","0","0","","6","3","Female","Right-handed","yes","down","d","787.023694716","585.277531986","2","3"
"96","96","18","789.945404753","low_load","1","1","0","","6","2","Female","Right-handed","yes","left","s","815.75587461","641.784879397","2","0"
"100","100","18","959.20045208","low_load","1","1","1","6","0","2","Female","Right-handed","no","down","s","1172.59897814","745.801926019","2","4"
"100","100","18","811.249433538","low_load","1","1","1","","6","3","Female","Right-handed","no","left","d","669.220730863","657.37609913","2","1"
"100","100","18","795.845110241","low_load","1","1","1","0","2","3","Female","Right-handed","no","left","s","784.034313897","746.038613397","2","3"
"100","100","18","852.158184781","low_load","1","1","1","6","0","1","Female","Right-handed","no","left","s","1336.55181128","705.643005519","2","7"
"100","100","18","810.888485287","low_load","1","1","1","","6","0","Female","Right-handed","no","left","s","634.240389065","657.378985561","2","6"
"100","100","18","798.980229121","low_load","1","1","1","6","0","4","Female","Right-handed","no","left","d","764.938645693","713.939250882","2","2"
"85","100","18","868.787637863","low_load","0","1","1","4","2","3","Female","Right-handed","no","left","d","1698.66874575","876.595434884","2","3"
"87","100","18","882.670952109","low_load","1","1","1","6","0","4","Female","Right-handed","no","down","s","942.388432209","1017.31987144","2","2"
"88","100","18","860.971128095","low_load","1","1","1","6","0","3","Female","Right-handed","no","down","d","732.729598782","642.015473197","2","3"
"90","100","18","851.284846844","low_load","1","1","1","6","0","2","Female","Right-handed","no","down","s","1006.59389225","521.622738922","2","4"
"90","100","18","846.744150537","low_load","1","1","1","","6","1","Female","Right-handed","no","down","d","665.322124144","937.352250791","2","7"
"91","100","18","830.008498403","low_load","1","1","1","6","0","3","Female","Right-handed","no","down","s","762.875809363","528.956840474","2","1"
"92","100","18","845.981264692","low_load","1","1","1","1","3","2","Female","Right-handed","no","left","s","1329.72475952","745.584160803","2","0"
"92","100","18","844.798265704","low_load","1","1","1","","6","3","Female","Right-handed","no","down","s","817.428401267","841.410156454","2","3"
"93","100","18","836.608951936","low_load","1","1","1","","6","3","Female","Right-handed","no","down","s","755.019263723","688.897854643","2","1"
"93","100","18","838.269608812","low_load","1","1","1","6","0","2","Female","Right-handed","no","left","d","1028.72704846","697.63187544","2","0"
"94","100","18","832.479679098","low_load","1","1","1","","6","2","Female","Right-handed","no","down","d","758.330000574","721.351606796","2","4"
"94","100","18","843.258229813","low_load","1","1","1","6","0","1","Female","Right-handed","no","down","s","1187.83741181","865.149772117","2","5"
"94","100","18","842.411275529","low_load","1","1","1","6","0","1","Female","Right-handed","no","left","d","1052.57025494","601.761941889","2","5"
