"acc_1","acc_2","age","avg_rt","condition","correct_1","correct_2","count_block_loop","dis_position","distance_dis","distance_tar","gender","hand","practice","response_keyboard_response_1","response_keyboard_response_2","response_time_keyboard_response_1","response_time_keyboard_response_2","subject_nr","tar_position"
"100","100","21","1986.51181467","low_load","1","1","0","","6","1","Male","Right-handed","yes","down","d","1778.81249062","2194.21113872","1","0"
"100","100","21","1763.6024417","low_load","1","1","0","","6","3","Male","Right-handed","yes","down","s","1991.69207835","1089.69405912","1","6"
"100","100","21","1591.0253129","low_load","1","1","0","","6","3","Male","Right-handed","yes","left","s","1033.49275238","1458.24935824","1","4"
"100","100","21","1470.0124327","low_load","1","1","0","","6","2","Male","Right-handed","yes","down","d","1387.88378916","826.063794986","1","3"
"100","100","21","1433.11116015","low_load","1","1","0","","6","0","Male","Right-handed","yes","left","s","1369.57839479","1201.43374509","1","1"
"100","100","21","1385.46497506","low_load","1","1","0","","6","3","Male","Right-handed","yes","down","d","1044.19324257","1250.27485673","1","6"
"100","100","21","1327.35262978","low_load","1","1","0","","6","1","Male","Right-handed","yes","down","s","995.64526868","961.711847512","1","2"
"100","100","21","1311.60427013","low_load","1","1","0","","6","4","Male","Right-handed","yes","down","d","1321.27320567","1081.45829939","1","5"
"100","88","21","1258.93638961","low_load","1","0","0","","6","4","Male","Right-handed","yes","down","s","761.061941226","914.124749679","1","5"
"100","90","21","1238.86135867","low_load","1","1","0","","6","3","Male","Right-handed","yes","left","d","1410.67669279","705.695467719","1","6"
"100","90","21","1201.81631989","low_load","1","1","0","","6","0","Male","Right-handed","yes","down","s","869.246449955","793.485414312","1","1"
"100","91","21","1194.75284756","low_load","1","1","0","","6","3","Male","Right-handed","yes","down","d","1448.05303933","786.056264489","1","4"
"100","92","21","1161.91626188","low_load","1","1","0","","6","2","Male","Right-handed","yes","left","d","1013.9676612","521.786806107","1","7"
"100","92","21","1129.77711909","low_load","1","1","0","","6","1","Male","Right-handed","yes","down","d","806.475522035","617.461003698","1","2"
"100","93","21","1123.96514462","low_load","1","1","0","","6","2","Male","Right-handed","yes","down","d","1379.1724022","706.022601755","1","7"
"93","87","21","1100.70270075","low_load","0","0","0","","6","3","Male","Right-handed","yes","down","d","892.773160128","610.758925307","1","4"
"94","88","21","1082.40841247","low_load","1","1","0","","6","4","Male","Right-handed","yes","down","d","1074.06250441","505.337095589","1","5"
"94","88","21","1057.252697","low_load","1","1","0","","6","0","Male","Right-handed","yes","down","s","713.183309237","546.027758927","1","1"
"94","89","21","1036.46110552","low_load","1","1","0","","6","1","Male","Right-handed","yes","left","d","722.705796174","601.719121434","1","0"
"95","90","21","1019.44089426","low_load","1","1","0","","6","2","Male","Right-handed","yes","down","d","878.529038598","513.584721943","1","3"
"90","90","21","1017.85622652","low_load","0","1","0","","6","2","Male","Right-handed","yes","down","d","1273.20759413","699.118149268","1","3"
"90","90","21","1005.15063356","low_load","1","1","0","","6","2","Male","Right-handed","yes","down","s","834.746637896","641.919725156","1","3"
"91","91","21","998.729573715","low_load","1","1","0","","6","3","Male","Right-handed","yes","left","d","1169.39321126","545.539302909","1","6"
"87","91","21","998.91252655","low_load","0","1","0","","6","1","Male","Right-handed","yes","left","s","1504.20271021","502.038173335","1","0"
"88","92","21","987.387481928","low_load","1","1","0","","6","3","Male","Right-handed","yes","left","d","931.796402039","489.776419922","1","6"
"88","88","21","977.472362355","low_load","1","0","0","","6","0","Male","Right-handed","yes","down","s","833.605517404","625.583228672","1","1"
"88","88","21","965.149207806","low_load","1","1","0","","6","0","Male","Right-handed","yes","down","d","776.295162137","513.199216931","1","1"
"85","89","21","956.892857326","low_load","0","1","0","","6","3","Male","Right-handed","yes","left","d","892.04224006","575.900548687","1","4"
"86","89","21","947.105992932","low_load","1","1","0","","6","2","Male","Right-handed","yes","down","d","872.587065762","473.560514024","1","3"
"86","90","21","943.760832306","low_load","1","1","0","","6","2","Male","Right-handed","yes","left","s","1172.25563408","521.246714227","1","7"
"83","87","21","941.437969076","low_load","0","0","0","","6","2","Male","Right-handed","yes","left","d","1211.60312355","531.901020786","1","7"
"84","87","21","942.974478855","low_load","1","1","0","","6","3","Male","Right-handed","yes","down","s","1411.66899937","569.543564632","1","4"
"100","100","21","696.819391223","low_load","1","1","1","1","0","3","Male","Right-handed","no","down","s","967.782428926","425.85635352","1","4"
"50","100","21","677.450891408","low_load","0","1","1","1","0","2","Male","Right-handed","no","left","d","752.622524526","563.542258662","1","7"
"66","100","21","712.84115483","low_load","1","1","1","1","0","1","Male","Right-handed","no","down","d","1149.92809466","417.315268693","1","0"
"50","100","21","773.57453749","low_load","0","1","1","1","0","2","Male","Right-handed","no","left","d","864.748036233","1046.80133471","1","3"
"60","100","21","741.956351339","low_load","1","1","1","1","0","4","Male","Right-handed","no","down","s","789.463589982","441.503623491","1","5"
"66","100","21","771.657609544","low_load","1","1","1","1","0","3","Male","Right-handed","no","down","s","1279.12872019","561.199080946","1","4"
"71","100","21","744.135251872","low_load","1","1","1","","6","1","Male","Right-handed","no","down","s","763.986904376","394.015307307","1","0"
"75","100","21","778.992614789","low_load","1","1","1","1","0","2","Male","Right-handed","no","down","d","1316.46176958","729.526540833","1","7"
"77","100","21","759.504972081","low_load","1","1","1","1","0","4","Male","Right-handed","no","down","d","766.008079569","441.199581268","1","5"
"80","100","21","756.953586736","low_load","1","1","1","1","0","1","Male","Right-handed","no","down","s","1049.88152616","418.1007111","1","2"
"81","100","21","739.292074948","low_load","1","1","1","0","1","3","Male","Right-handed","no","down","s","643.558602535","481.795311592","1","4"
"83","100","21","733.956814993","low_load","1","1","1","","6","4","Male","Right-handed","no","down","d","757.18027138","593.357639606","1","5"
"84","92","21","735.489039727","low_load","1","0","1","1","0","1","Male","Right-handed","no","left","d","946.719487054","561.031986012","1","2"
"85","92","21","727.755458236","low_load","1","1","1","","6","4","Male","Right-handed","no","down","d","620.720798156","633.716999552","1","5"
"80","93","21","730.134251105","low_load","0","1","1","4","3","4","Male","Right-handed","no","down","s","659.464693257","867.410009275","1","5"
"81","93","21","730.509045416","low_load","1","1","1","5","4","0","Male","Right-handed","no","left","d","903.142346924","569.119573263","1","1"
"82","94","21","737.671734993","low_load","1","1","1","1","0","1","Male","Right-handed","no","left","d","1230.71352423","473.836012198","1","0"
"83","94","21","731.746980923","low_load","1","1","1","","6","0","Male","Right-handed","no","left","s","620.522272696","641.530050789","1","1"
"84","94","21","726.587778299","low_load","1","1","1","7","2","2","Male","Right-handed","no","down","d","754.235102893","513.20915924","1","3"
"85","95","21","724.700159205","low_load","1","1","1","1","0","3","Male","Right-handed","no","left","d","767.795450143","609.875342689","1","6"
"85","95","21","715.78197833","low_load","1","1","1","","6","3","Male","Right-handed","no","down","d","665.362086063","409.474635566","1","4"
"81","95","21","711.527973109","low_load","0","1","1","1","0","4","Male","Right-handed","no","down","s","633.154136578","611.233590379","1","5"
"82","95","21","711.805316372","low_load","1","1","1","","6","1","Male","Right-handed","no","left","d","1009.87142991","425.942306385","1","0"
"83","91","21","712.857992612","low_load","1","0","1","","6","2","Male","Right-handed","no","left","s","960.601195387","513.537896875","1","7"
"84","92","21","708.9704258","low_load","1","1","1","1","0","1","Male","Right-handed","no","left","s","830.113521925","401.224122736","1","0"
"84","92","21","702.542787454","low_load","1","1","1","","6","1","Male","Right-handed","no","down","d","642.768990772","440.934666843","1","2"
"85","92","21","697.587075264","low_load","1","1","1","1","0","1","Male","Right-handed","no","down","s","807.59579575","329.881320903","1","2"
"82","92","21","694.490691708","low_load","0","1","1","7","2","3","Male","Right-handed","no","down","s","753.23862696","468.538044405","1","6"
"82","93","21","688.873003559","low_load","1","1","1","1","0","1","Male","Right-handed","no","down","d","621.961021017","441.194449754","1","2"
"83","93","21","685.040652284","low_load","1","1","1","1","0","2","Male","Right-handed","no","left","s","698.912247257","448.892683358","1","3"
"83","93","21","680.344742166","low_load","1","1","1","1","0","2","Male","Right-handed","no","left","s","685.284228163","393.650649072","1","3"
"84","93","21","681.714763856","low_load","1","1","1","","6","2","Male","Right-handed","no","down","d","847.20499245","601.165880048","1","7"
"84","90","21","682.930277182","low_load","1","0","1","","6","4","Male","Right-handed","no","left","d","914.917247917","528.736159344","1","5"
"85","91","21","678.861708821","low_load","1","1","1","","6","2","Male","Right-handed","no","left","s","631.534181658","457.663724171","1","3"
"85","91","21","675.289234138","low_load","1","1","1","1","0","4","Male","Right-handed","no","down","d","690.404196552","417.24599325","1","5"
"86","88","21","673.91911333","low_load","1","0","1","0","1","1","Male","Right-handed","no","left","s","650.86908609","601.060684005","1","2"
"86","89","21","673.303767547","low_load","1","1","1","7","2","2","Male","Right-handed","no","down","s","780.524812796","521.777825957","1","3"
"86","89","21","670.478923217","low_load","1","1","1","1","0","1","Male","Right-handed","no","left","d","618.480892165","513.438473785","1","0"
"87","89","21","667.407265889","low_load","1","1","1","7","2","3","Male","Right-handed","no","down","d","628.187151458","473.181423405","1","6"
"85","90","21","667.615839124","low_load","0","1","1","0","1","0","Male","Right-handed","no","left","d","920.708482522","430.791908115","1","1"
"85","90","21","664.245571026","low_load","1","1","1","1","0","3","Male","Right-handed","no","left","s","713.359705041","345.509989134","1","6"
"85","90","21","663.160513706","low_load","1","1","1","4","3","2","Male","Right-handed","no","left","d","812.157391241","425.188935942","1","7"
"86","88","21","658.002715138","low_load","1","0","1","1","0","3","Male","Right-handed","no","left","s","513.745081764","369.005268782","1","4"
"84","88","21","655.252904495","low_load","0","1","1","4","3","2","Male","Right-handed","no","left","s","571.501558056","502.520535679","1","3"
"84","88","21","654.207795397","low_load","1","1","1","6","3","1","Male","Right-handed","no","left","s","823.217728869","393.228261302","1","2"
"84","89","21","654.801136809","low_load","1","1","1","3","2","0","Male","Right-handed","no","down","d","905.970132021","457.032868632","1","1"
"85","87","21","656.119867152","low_load","1","0","1","0","1","3","Male","Right-handed","no","left","d","760.760785481","672.802140355","1","6"
"85","87","21","655.469154574","low_load","1","1","1","1","0","4","Male","Right-handed","no","left","s","592.385859086","657.385467808","1","5"
"85","87","21","653.155313161","low_load","1","1","1","","6","0","Male","Right-handed","no","left","d","627.058859752","457.122990852","1","1"
"86","88","21","655.875631978","low_load","1","1","1","","6","2","Male","Right-handed","no","down","d","825.643331533","752.69917652","1","3"
"86","88","21","654.710930103","low_load","1","1","1","1","0","2","Male","Right-handed","no","left","s","672.358905807","520.592766874","1","7"
"86","86","21","654.219052109","low_load","1","0","1","1","0","3","Male","Right-handed","no","left","d","657.114459709","601.152089104","1","6"
"86","86","21","654.062479478","low_load","1","1","1","5","4","2","Male","Right-handed","no","left","s","762.919870122","528.921535298","1","7"
"87","87","21","654.903362064","low_load","1","1","1","1","0","2","Male","Right-handed","no","down","d","918.39705605","480.543222104","1","7"
"87","87","21","653.272984781","low_load","1","1","1","","6","3","Male","Right-handed","no","left","s","761.18445613","369.280766956","1","6"
"87","85","21","653.372262818","low_load","1","0","1","1","0","2","Male","Right-handed","no","down","d","676.736728942","640.928380738","1","3"
"87","85","21","653.475965686","low_load","1","1","1","1","0","2","Male","Right-handed","no","down","s","621.870257358","696.69639524","1","3"
"87","86","21","652.921343441","low_load","1","1","1","","6","1","Male","Right-handed","no","down","d","729.154506047","513.46124488","1","0"
"88","86","21","652.277686765","low_load","1","1","1","","6","0","Male","Right-handed","no","left","d","580.875231079","649.01596799","1","1"
"88","85","21","659.650242934","low_load","1","0","1","1","0","1","Male","Right-handed","no","down","s","1332.61577658","856.646337318","1","0"
"88","85","21","657.260042768","low_load","1","1","1","","6","2","Male","Right-handed","no","left","d","602.321112205","425.374953335","1","3"
"88","85","21","655.282478068","low_load","1","1","1","1","0","3","Male","Right-handed","no","down","d","668.105521894","401.196540846","1","4"
"88","85","21","652.787587726","low_load","1","1","1","","6","3","Male","Right-handed","no","left","s","587.429778434","408.778994659","1","6"
"89","85","21","650.666644343","low_load","1","1","1","1","0","3","Male","Right-handed","no","left","s","529.545335004","504.549087424","1","4"
"89","86","21","648.559677686","low_load","1","1","1","","6","3","Male","Right-handed","no","left","s","594.32525077","433.102372427","1","6"
"89","86","21","646.534883257","low_load","1","1","1","6","3","0","Male","Right-handed","no","left","s","612.847772345","416.998718405","1","1"
"89","86","21","644.874275889","low_load","1","1","1","","6","1","Male","Right-handed","no","down","d","605.831067984","464.717311292","1","2"
"89","85","21","644.169769189","low_load","1","0","1","2","1","1","Male","Right-handed","no","down","d","793.484131434","400.451509114","1","0"
"89","85","21","642.089081396","low_load","1","1","1","","6","3","Male","Right-handed","no","left","s","608.100480181","393.1041428","1","4"
"90","85","21","640.040220992","low_load","1","1","1","5","4","1","Male","Right-handed","no","down","d","596.550724377","400.786981862","1","2"
"90","85","21","639.756547952","low_load","1","1","1","2","1","3","Male","Right-handed","no","left","d","647.31455028","592.484320017","1","6"
"90","86","21","639.124372833","low_load","1","1","1","2","1","0","Male","Right-handed","no","down","d","715.173053905","473.306824786","1","1"
"90","86","21","637.846264963","low_load","1","1","1","","6","2","Male","Right-handed","no","down","s","706.703489558","384.941507151","1","7"
"90","86","21","635.999886309","low_load","1","1","1","","6","1","Male","Right-handed","no","left","s","561.606394893","440.822094248","1","2"
"90","86","21","635.251262459","low_load","1","1","1","4","3","4","Male","Right-handed","no","left","d","727.35238237","432.353812779","1","5"
"90","86","21","634.392848681","low_load","1","1","1","","6","3","Male","Right-handed","no","left","s","586.979808774","553.043821849","1","4"
"89","87","21","634.878908508","low_load","0","1","1","1","0","3","Male","Right-handed","no","left","d","815.731170229","527.907740505","1","6"
"89","87","21","634.013270491","low_load","1","1","1","1","0","1","Male","Right-handed","no","left","s","646.339883283","488.378402996","1","2"
"88","87","21","632.724398644","low_load","0","1","1","1","0","3","Male","Right-handed","no","left","d","525.207601825","539.17718734","1","6"
"88","87","21","632.758611082","low_load","1","1","1","1","0","2","Male","Right-handed","no","down","s","702.085126691","568.837660697","1","7"
