"acc_1","acc_2","age","avg_rt","condition","correct_1","correct_2","count_block_loop","dis_position","distance_dis","distance_tar","gender","hand","practice","response_keyboard_response_1","response_keyboard_response_2","response_time_keyboard_response_1","response_time_keyboard_response_2","subject_nr","tar_color","tar_position","tar_shape"
"100","100","19","2332.04803589","low_load","1","1","0","","6","1","Female","Right-handed","yes","left","space","2007.1928764","2656.90319539","5","red","4","circle"
"100","100","19","2149.00259294","low_load","1","1","0","","6","3","Female","Right-handed","yes","down","space","2786.55553008","1145.35876989","5","green","0","diamond"
"100","100","19","1856.52502524","low_load","1","1","0","","6","3","Female","Right-handed","yes","down","space","1710.24939987","832.890379832","5","red","2","diamond"
"75","100","19","1680.84846148","low_load","0","1","0","","6","2","Female","Right-handed","yes","left","space","1531.02978271","776.607757645","5","red","3","circle"
"80","100","19","1637.70686174","low_load","1","1","0","","6","2","Female","Right-handed","yes","left","space","1025.3148968","1904.96602883","5","green","7","diamond"
"83","100","19","1583.69242126","low_load","1","1","0","","6","3","Female","Right-handed","yes","left","space","1593.67849177","1033.56194587","5","red","2","diamond"
"85","100","19","1552.60919076","low_load","1","1","0","","6","2","Female","Right-handed","yes","down","space","1611.25787142","1120.96174415","5","green","7","circle"
"87","100","19","1478.86581427","low_load","1","1","0","","6","4","Female","Right-handed","yes","left","space","795.707621826","1129.61673591","5","green","1","diamond"
"88","100","19","1405.13677109","low_load","1","1","0","","6","4","Female","Right-handed","yes","down","space","837.414631096","793.194220172","5","red","1","diamond"
"90","100","19","1341.90198471","low_load","1","1","0","","6","3","Female","Right-handed","yes","left","space","1160.72525284","384.852561747","5","red","0","diamond"
"90","100","19","1276.77659671","low_load","1","1","0","","6","1","Female","Right-handed","yes","left","space","873.536481526","377.508951809","5","green","4","diamond"
"91","100","19","1252.93756691","low_load","1","1","0","","6","1","Female","Right-handed","yes","down","space","916.375595916","1065.04088247","5","green","4","circle"
"92","100","19","1202.31218101","low_load","1","1","0","","6","0","Female","Right-handed","yes","left","space","931.816483513","257.798616778","5","red","5","diamond"
"92","100","19","1175.25289675","low_load","1","1","0","","6","0","Female","Right-handed","yes","left","space","1317.49807975","329.466323077","5","green","5","diamond"
"93","100","19","1131.27849305","low_load","1","1","0","","6","3","Female","Right-handed","yes","left","space","862.275082301","168.998600104","5","red","2","diamond"
"93","100","19","1122.77571811","low_load","1","1","0","","6","3","Female","Right-handed","yes","down","space","1684.7895423","305.678645706","5","red","0","circle"
"94","100","19","1103.83554612","low_load","1","1","0","","6","1","Female","Right-handed","yes","left","space","1400.51345618","201.072132415","5","green","6","circle"
"94","100","19","1073.42303048","low_load","1","1","0","","6","1","Female","Right-handed","yes","down","space","896.020153395","216.800375871","5","red","6","diamond"
"94","100","19","1058.55606549","low_load","1","1","0","","6","3","Female","Right-handed","yes","down","space","1284.52463612","297.376755283","5","red","0","circle"
"95","100","19","1041.18782843","low_load","1","1","0","","6","4","Female","Right-handed","yes","left","space","1197.31084945","225.071798875","5","green","1","circle"
"95","100","19","1035.25832438","low_load","1","1","0","","6","2","Female","Right-handed","yes","left","space","1455.71689034","377.619596642","5","red","3","circle"
"95","100","19","1021.12464279","low_load","1","1","0","","6","2","Female","Right-handed","yes","left","space","1071.36720134","377.267457432","5","red","7","circle"
"100","100","19","599.62877856","low_load","1","1","1","","6","2","Female","Right-handed","no","down","space","902.229733954","297.027823166","5","green","3","diamond"
"50","100","19","858.504178045","low_load","0","1","1","2","3","2","Female","Right-handed","no","left","space","1817.0999187","417.659236358","5","red","3","circle"
"66","100","19","799.954726485","low_load","1","1","1","","6","3","Female","Right-handed","no","left","space","1052.53320547","313.178441254","5","green","0","diamond"
"75","100","19","785.951673864","low_load","1","1","1","","6","1","Female","Right-handed","no","left","space","1094.88644472","392.998587275","5","green","4","diamond"
"80","100","19","792.58904103","low_load","1","1","1","5","0","2","Female","Right-handed","no","down","space","1436.69592073","201.581098656","5","red","7","diamond"
"83","100","19","751.598149719","low_load","1","1","1","5","0","2","Female","Right-handed","no","left","space","844.313096019","248.974290309","5","green","7","diamond"
"85","100","19","728.02122823","low_load","1","1","1","","6","3","Female","Right-handed","no","left","space","932.161246405","240.958152197","5","red","2","diamond"
"87","100","19","704.144731461","low_load","1","1","1","4","1","2","Female","Right-handed","no","down","space","824.596186441","249.422321715","5","red","7","diamond"
"88","100","19","693.803372547","low_load","1","1","1","1","4","3","Female","Right-handed","no","left","space","1028.94533022","193.199672234","5","green","0","diamond"
"80","100","19","714.541008343","low_load","0","1","1","4","1","2","Female","Right-handed","no","left","space","1459.79599658","342.563464434","5","red","3","diamond"
"81","100","19","737.205324305","low_load","1","1","1","3","2","3","Female","Right-handed","no","down","space","1702.4635313","225.233436548","5","red","2","circle"
"83","100","19","733.959505593","low_load","1","1","1","","6","0","Female","Right-handed","no","down","space","1187.77807532","208.732924213","5","green","5","diamond"
"84","100","19","716.383305285","low_load","1","1","1","6","1","2","Female","Right-handed","no","left","space","777.531401487","233.406401683","5","green","7","diamond"
"85","100","19","708.964224607","low_load","1","1","1","5","0","1","Female","Right-handed","no","down","space","895.935486042","329.096865546","5","green","6","diamond"
"86","100","19","696.993133071","low_load","1","1","1","5","0","2","Female","Right-handed","no","left","space","833.974378507","224.821324628","5","green","7","circle"
"87","100","19","717.275928173","low_load","1","1","1","5","0","4","Female","Right-handed","no","down","space","1481.69116621","561.344543203","5","red","1","circle"
"88","100","19","707.668771811","low_load","1","1","1","5","0","1","Female","Right-handed","no","down","space","891.116823306","216.791716713","5","red","6","diamond"
"88","100","19","691.416856108","low_load","1","1","1","5","0","4","Female","Right-handed","no","down","space","588.688249361","241.580328955","5","green","1","diamond"
"89","100","19","677.623251046","low_load","1","1","1","","6","4","Female","Right-handed","no","down","space","577.387082136","281.289637711","5","green","1","circle"
"90","100","19","668.764626365","low_load","1","1","1","5","0","2","Female","Right-handed","no","left","space","760.014560219","240.886954653","5","red","7","diamond"
"90","100","19","659.928373314","low_load","1","1","1","3","2","3","Female","Right-handed","no","down","space","724.896531046","241.510093536","5","red","0","circle"
"90","100","19","654.2595273","low_load","1","1","1","","6","1","Female","Right-handed","no","left","space","837.279612326","233.147909694","5","red","6","circle"
"86","100","19","656.008352674","low_load","0","1","1","","6","1","Female","Right-handed","no","left","space","1067.20310704","321.761914765","5","green","4","circle"
"87","100","19","663.794364169","low_load","1","1","1","5","0","1","Female","Right-handed","no","down","space","1212.38965583","473.355601272","5","red","4","diamond"
"88","100","19","664.081755308","low_load","1","1","1","5","0","1","Female","Right-handed","no","down","space","1069.20754245","272.750742843","5","red","4","diamond"
"88","100","19","658.187662274","low_load","1","1","1","","6","1","Female","Right-handed","no","down","space","660.93836441","360.732308451","5","green","4","circle"
"88","100","19","655.154579386","low_load","1","1","1","","6","0","Female","Right-handed","no","down","space","935.492778422","217.096070184","5","green","5","diamond"
"89","100","19","651.721157148","low_load","1","1","1","7","2","0","Female","Right-handed","no","left","space","916.967305253","201.070208157","5","green","5","circle"
"89","100","19","650.101429961","low_load","1","1","1","","6","2","Female","Right-handed","no","down","space","952.832908661","256.665228819","5","red","7","circle"
"90","100","19","650.275126132","low_load","1","1","1","7","2","0","Female","Right-handed","no","left","space","829.297790151","481.326840029","5","red","5","diamond"
"90","100","19","648.994934701","low_load","1","1","1","5","0","1","Female","Right-handed","no","left","space","972.212752378","248.965631148","5","red","4","circle"
"90","100","19","647.499426731","low_load","1","1","1","6","1","2","Female","Right-handed","no","left","space","1049.81807744","152.459281901","5","red","3","circle"
"90","100","19","641.684894881","low_load","1","1","1","5","0","3","Female","Right-handed","no","down","space","694.347331773","216.892419547","5","red","0","circle"
"91","100","19","639.615524762","low_load","1","1","1","5","0","3","Female","Right-handed","no","left","space","909.962685433","232.689936289","5","green","2","circle"
"91","100","19","638.882019848","low_load","1","1","1","5","0","2","Female","Right-handed","no","left","space","1082.55836515","145.327340339","5","red","3","diamond"
"91","100","19","635.280183546","low_load","1","1","1","5","0","2","Female","Right-handed","no","left","space","785.355113796","233.076712146","5","red","3","circle"
"91","100","19","632.256965239","low_load","1","1","1","5","0","3","Female","Right-handed","no","down","space","734.133931561","312.708280882","5","red","0","circle"
"92","100","19","630.513904325","low_load","1","1","1","5","0","2","Female","Right-handed","no","left","space","802.509232428","329.532068561","5","red","3","diamond"
"92","100","19","623.478102088","low_load","1","1","1","5","0","3","Female","Right-handed","no","down","space","639.243638325","72.9915958036","5","red","0","circle"
"90","100","19","620.958669343","low_load","0","1","1","5","0","1","Female","Right-handed","no","down","space","740.759472559","304.642112063","5","green","6","circle"
