"acc_1","acc_2","age","avg_rt","condition","correct_1","correct_2","count_block_loop","dis_position","distance_dis","distance_tar","gender","hand","practice","response_keyboard_response_1","response_keyboard_response_2","response_time_keyboard_response_1","response_time_keyboard_response_2","subject_nr","tar_color","tar_position","tar_shape"
"100","100","19","492.568494161","low_load","1","1","0","","6","0","Female","Right-handed","yes","down","space","687.911712223","297.2252761","6","red","2","diamond"
"100","100","19","537.931724564","low_load","1","1","0","","6","3","Female","Right-handed","yes","down","space","796.759283609","369.830626322","6","green","5","diamond"
"100","100","19","533.15671801","low_load","1","1","0","","6","2","Female","Right-handed","yes","left","space","829.711334811","217.502074997","6","red","0","circle"
"100","100","19","553.016587793","low_load","1","1","0","","6","4","Female","Right-handed","yes","left","space","1135.1993986","89.9929956813","6","green","6","diamond"
"100","100","19","647.060334642","low_load","1","1","0","","6","1","Female","Right-handed","yes","left","space","836.776589153","1209.69405492","6","red","1","diamond"
"100","100","19","627.034213834","low_load","1","1","0","","6","2","Female","Right-handed","yes","left","space","540.553854364","513.253365216","6","green","0","circle"
"100","100","19","582.036417879","low_load","1","1","0","","6","0","Female","Right-handed","yes","left","space","558.241684937","65.8575993657","6","green","2","circle"
"100","100","19","589.746048525","low_load","1","1","0","","6","2","Female","Right-handed","yes","down","space","1021.70761713","265.719308958","6","red","4","diamond"
"88","100","19","595.756770806","low_load","0","1","0","","6","1","Female","Right-handed","yes","left","space","755.426423218","532.258674901","6","red","1","diamond"
"90","100","19","575.884792417","low_load","1","1","0","","6","1","Female","Right-handed","yes","left","space","552.19789383","241.876079993","6","red","1","circle"
"90","100","19","576.938660542","low_load","1","1","0","","6","4","Female","Right-handed","yes","down","space","973.552601027","201.402082566","6","red","6","diamond"
"91","100","19","570.003812714","low_load","1","1","0","","6","2","Female","Right-handed","yes","down","space","625.340113583","362.100859633","6","green","0","circle"
"92","100","19","557.607590756","low_load","1","1","0","","6","1","Female","Right-handed","yes","down","space","807.883771916","9.82208259209","6","red","3","diamond"
"92","100","19","581.024633231","low_load","1","1","0","","6","3","Female","Right-handed","yes","down","space","1577.58181648","193.310554329","6","red","7","circle"
"93","100","19","575.198947471","low_load","1","1","0","","6","0","Female","Right-handed","yes","down","space","770.171092687","217.10760097","6","green","2","diamond"
"93","100","19","592.034839754","low_load","1","1","0","","6","1","Female","Right-handed","yes","down","space","591.587248034","1097.55919997","6","green","1","diamond"
"88","100","19","584.488715251","low_load","0","1","0","","6","1","Female","Right-handed","yes","down","space","663.398198119","264.103248285","6","red","3","diamond"
"88","100","19","576.017497115","low_load","1","1","0","","6","2","Female","Right-handed","yes","down","space","782.016859114","81.9967184898","6","green","4","diamond"
"89","100","19","597.334913548","low_load","1","1","0","","6","2","Female","Right-handed","yes","down","space","1656.71747578","305.379342903","6","red","4","circle"
"90","100","19","600.000561244","low_load","1","1","0","","6","1","Female","Right-handed","yes","left","space","1108.27446156","193.021273375","6","green","1","diamond"
"90","100","19","592.303096983","low_load","1","1","0","","6","4","Female","Right-handed","yes","left","space","746.961267141","129.746356407","6","red","6","diamond"
"90","100","19","593.696780264","low_load","1","1","0","","6","1","Female","Right-handed","yes","down","space","932.514473669","313.413784655","6","green","3","diamond"
"100","100","19","964.506317358","low_load","1","1","1","2","0","3","Female","Right-handed","no","left","space","1615.57511748","313.437517239","6","green","5","diamond"
"100","100","19","737.333855878","low_load","1","1","1","","6","3","Female","Right-handed","no","left","space","818.314883923","202.007904874","6","green","7","circle"
"100","100","19","675.789600168","low_load","1","1","1","","6","2","Female","Right-handed","no","left","space","903.759561986","201.642615511","6","red","4","diamond"
"75","100","19","612.188854602","low_load","0","1","1","2","0","1","Female","Right-handed","no","left","space","692.522247694","150.25098811","6","green","1","diamond"
"80","100","19","596.164301319","low_load","1","1","1","","6","1","Female","Right-handed","no","left","space","806.09837605","258.033800331","6","green","3","diamond"
"83","100","19","597.514487567","low_load","1","1","1","","6","4","Female","Right-handed","no","left","space","670.974985857","537.55585175","6","red","6","circle"
"85","100","19","657.483149408","low_load","1","1","1","","6","3","Female","Right-handed","no","left","space","1913.33822524","121.252015666","6","green","7","diamond"
"87","100","19","677.011320443","low_load","1","1","1","2","0","2","Female","Right-handed","no","down","space","1361.85487461","265.562160768","6","green","4","diamond"
"88","100","19","684.82373247","low_load","1","1","1","2","0","2","Female","Right-handed","no","down","space","1245.31377683","249.332280548","6","red","0","diamond"
"90","100","19","759.191757994","low_load","1","1","1","3","1","4","Female","Right-handed","no","left","space","1335.15764208","1521.85033335","6","green","6","circle"
"90","100","19","734.602057633","low_load","1","1","1","2","0","1","Female","Right-handed","no","left","space","767.850110132","209.559997897","6","green","1","diamond"
"91","100","19","705.325629224","low_load","1","1","1","2","0","4","Female","Right-handed","no","down","space","693.35994376","73.2098896878","6","red","6","diamond"
"92","100","19","688.026131894","low_load","1","1","1","2","0","4","Female","Right-handed","no","down","space","719.888161802","240.976166072","6","green","6","diamond"
"92","100","19","667.847908683","low_load","1","1","1","2","0","2","Female","Right-handed","no","left","space","641.795132639","169.266881244","6","green","0","circle"
"93","100","19","643.008658758","low_load","1","1","1","","6","2","Female","Right-handed","no","left","space","573.336570372","17.1817492583","6","green","0","diamond"
"93","100","19","642.154138081","low_load","1","1","1","7","3","2","Female","Right-handed","no","down","space","1088.93721641","169.735439418","6","green","0","diamond"
"94","100","19","645.031460955","low_load","1","1","1","2","0","3","Female","Right-handed","no","down","space","1140.77110372","241.366150151","6","red","7","circle"
"94","100","19","638.064163784","low_load","1","1","1","2","0","3","Female","Right-handed","no","down","space","846.198745637","193.041478142","6","green","5","diamond"
"94","100","19","627.053830631","low_load","1","1","1","","6","2","Female","Right-handed","no","left","space","552.017654476","305.718013287","6","red","0","circle"
"95","100","19","621.247213025","low_load","1","1","1","7","3","0","Female","Right-handed","no","left","space","644.584994079","377.257962923","6","red","2","diamond"
"95","100","19","619.478509","low_load","1","1","1","5","3","1","Female","Right-handed","no","down","space","935.193369244","233.015487756","6","red","1","diamond"
"95","100","19","612.922017237","low_load","1","1","1","","6","1","Female","Right-handed","no","down","space","828.803723834","121.667656593","6","red","3","diamond"
"95","100","19","613.722483938","low_load","1","1","1","","6","3","Female","Right-handed","no","down","space","989.526233485","273.139269216","6","red","5","circle"
"95","100","19","607.73024241","low_load","1","1","1","","6","3","Female","Right-handed","no","down","space","755.040929086","184.776445475","6","red","5","diamond"
"96","100","19","632.486751445","low_load","1","1","1","","6","4","Female","Right-handed","no","down","space","843.829015072","1609.45692151","6","green","6","circle"
"96","100","19","632.739122804","low_load","1","1","1","7","3","2","Female","Right-handed","no","down","space","716.99406942","561.102744128","6","green","4","diamond"
"92","100","19","634.613852331","low_load","0","1","1","3","1","2","Female","Right-handed","no","down","space","1112.04120746","254.672432616","6","green","4","circle"
"89","100","19","636.359506173","low_load","0","1","1","2","0","1","Female","Right-handed","no","left","space","1182.71780418","184.266515633","6","red","1","circle"
"89","100","19","637.181113588","low_load","1","1","1","2","0","1","Female","Right-handed","no","left","space","1055.24047522","265.131767153","6","red","3","circle"
"90","100","19","656.281314717","low_load","1","1","1","2","0","1","Female","Right-handed","no","left","space","858.799785508","1561.57450941","6","red","3","circle"
"90","100","19","650.602067925","low_load","1","1","1","2","0","3","Female","Right-handed","no","left","space","735.548780723","224.900547645","6","green","7","circle"
"90","100","19","643.065141573","low_load","1","1","1","2","0","3","Female","Right-handed","no","down","space","721.930767563","96.9100817301","6","red","7","diamond"
"90","100","19","638.535041442","low_load","1","1","1","2","0","3","Female","Right-handed","no","left","space","777.857563446","209.28611105","6","green","5","circle"
"91","100","19","629.657689361","low_load","1","1","1","2","0","4","Female","Right-handed","no","left","space","624.283051472","49.1270899102","6","green","6","circle"
"91","100","19","621.693510449","low_load","1","1","1","","6","0","Female","Right-handed","no","left","space","604.952220536","96.8706343274","6","red","2","diamond"
"91","100","19","617.841316426","low_load","1","1","1","0","2","1","Female","Right-handed","no","left","space","940.600870536","25.4281807111","6","red","3","circle"
"91","100","19","612.622790118","low_load","1","1","1","","6","1","Female","Right-handed","no","down","space","680.393293814","169.118392239","6","green","1","circle"
"92","100","19","609.271930578","low_load","1","1","1","2","0","4","Female","Right-handed","no","left","space","714.026855022","256.553400238","6","red","6","circle"
"92","100","19","609.032016982","low_load","1","1","1","","6","0","Female","Right-handed","no","left","space","486.583072381","713.247528283","6","red","2","circle"
"92","100","19","608.071564003","low_load","1","1","1","6","4","2","Female","Right-handed","no","down","space","804.114781038","337.113014564","6","green","4","circle"
"92","100","19","611.60335146","low_load","1","1","1","2","0","3","Female","Right-handed","no","down","space","1249.07571207","256.673987421","6","green","7","circle"
"92","100","19","613.276260135","low_load","1","1","1","2","0","1","Female","Right-handed","no","down","space","850.525772945","513.205258628","6","red","1","circle"
"93","100","19","615.558641902","low_load","1","1","1","2","0","2","Female","Right-handed","no","left","space","1413.98670206","8.85065020883","6","red","4","diamond"
"93","100","19","610.378206421","low_load","1","1","1","6","4","2","Female","Right-handed","no","left","space","565.834187492","209.404773969","6","green","0","circle"
"93","100","19","606.187341168","low_load","1","1","1","","6","3","Female","Right-handed","no","down","space","682.513190826","161.065349274","6","red","5","circle"
"93","100","19","606.485387979","low_load","1","1","1","2","0","3","Female","Right-handed","no","down","space","951.053790864","288.741198097","6","green","5","circle"
"93","100","19","609.357303343","low_load","1","1","1","5","3","1","Female","Right-handed","no","left","space","1425.67339603","57.2574241296","6","red","1","circle"
"93","100","19","603.812171218","low_load","1","1","1","","6","2","Female","Right-handed","no","left","space","637.218592491","49.1633302072","6","green","0","circle"
"93","100","19","599.860750079","low_load","1","1","1","","6","0","Female","Right-handed","no","down","space","675.851711119","144.533359675","6","green","2","circle"
"94","100","19","606.549564539","low_load","1","1","1","0","2","3","Female","Right-handed","no","down","space","971.459322993","897.143623183","6","green","5","circle"
"94","100","19","604.402510004","low_load","1","1","1","2","0","2","Female","Right-handed","no","down","space","745.112370577","248.987195951","6","green","0","circle"
"94","100","19","601.717610599","low_load","1","1","1","1","1","4","Female","Right-handed","no","left","space","697.043625621","232.531856182","6","red","6","circle"
"94","100","19","609.010879641","low_load","1","1","1","","6","1","Female","Right-handed","no","left","space","1767.32767258","209.194067111","6","green","3","diamond"
"94","100","19","605.86328212","low_load","1","1","1","","6","4","Female","Right-handed","no","down","space","677.174963022","200.906263991","6","red","6","circle"
"94","100","19","606.402847024","low_load","1","1","1","1","1","2","Female","Right-handed","no","left","space","1166.65212779","104.426575876","6","red","4","diamond"
"94","100","19","607.228020122","low_load","1","1","1","","6","1","Female","Right-handed","no","left","space","800.295759308","504.9293218","6","red","1","diamond"
"94","100","19","605.245850776","low_load","1","1","1","6","4","3","Female","Right-handed","no","left","space","955.825323052","32.6634116682","6","green","7","diamond"
"93","100","19","605.550282201","low_load","0","1","1","2","0","1","Female","Right-handed","no","left","space","832.401775967","413.403970911","6","red","3","diamond"
"93","100","19","606.295745153","low_load","1","1","1","2","0","3","Female","Right-handed","no","left","space","674.122118897","624.94307387","6","red","5","diamond"
"93","100","19","611.208939423","low_load","1","1","1","5","3","4","Female","Right-handed","no","down","space","1425.63202436","376.542778303","6","green","6","diamond"
"93","100","19","610.987783576","low_load","1","1","1","5","3","2","Female","Right-handed","no","left","space","938.398550901","257.038314653","6","red","4","diamond"
"93","100","19","610.139222951","low_load","1","1","1","2","0","2","Female","Right-handed","no","down","space","859.931893899","256.822155714","6","red","4","circle"
"92","100","19","615.185041765","low_load","0","1","1","","6","3","Female","Right-handed","no","left","space","1077.5853443","778.46627215","6","red","7","diamond"
"92","100","19","616.449081401","low_load","1","1","1","6","4","1","Female","Right-handed","no","down","space","639.222712981","752.944443946","6","green","1","diamond"
"90","100","19","613.885170017","low_load","0","1","1","","6","2","Female","Right-handed","no","left","space","670.86850994","228.721172928","6","red","4","circle"
