"acc_1","acc_2","age","avg_rt","condition","correct_1","correct_2","count_block_loop","dis_position","distance_dis","distance_tar","gender","hand","practice","response_keyboard_response_1","response_keyboard_response_2","response_time_keyboard_response_1","response_time_keyboard_response_2","subject_nr","tar_color","tar_position","tar_shape"
"100","100","25","905.123497272","low_load","1","1","0","","6","3","Female","Right-handed","yes","down","space","848.561216262","961.685778282","20","green","3","diamond"
"100","100","25","827.887549567","low_load","1","1","0","","6","3","Female","Right-handed","yes","left","space","860.175716822","641.127486902","20","red","5","diamond"
"100","100","25","742.387074116","low_load","1","1","0","","6","1","Female","Right-handed","yes","down","space","548.91159157","593.860654859","20","green","7","diamond"
"100","100","25","724.215143266","low_load","1","1","0","","6","3","Female","Right-handed","yes","down","space","585.874342738","753.52435869","20","red","3","circle"
"100","100","25","672.328047499","low_load","1","1","0","","6","1","Female","Right-handed","yes","down","space","591.408508742","338.150820127","20","green","7","circle"
"100","100","25","626.747907766","low_load","1","1","0","","6","0","Female","Right-handed","yes","left","space","603.950822377","193.743595824","20","red","0","diamond"
"100","100","25","603.087426139","low_load","1","1","0","","6","2","Female","Right-handed","yes","down","space","600.835769394","321.413303362","20","red","6","circle"
"100","100","25","608.082464875","low_load","1","1","0","","6","2","Female","Right-handed","yes","left","space","661.204232718","624.891239335","20","green","2","circle"
"100","100","25","649.774443107","low_load","1","1","0","","6","2","Female","Right-handed","yes","down","space","524.890437562","1441.73010036","20","green","6","diamond"
"100","100","25","632.179991883","low_load","1","1","0","","6","1","Female","Right-handed","yes","left","space","738.389107413","209.27075432","20","red","1","diamond"
"100","100","25","626.982280934","low_load","1","1","0","","6","3","Female","Right-handed","yes","left","space","612.099092876","537.911250009","20","green","5","diamond"
"100","100","25","612.12795674","low_load","1","1","0","","6","2","Female","Right-handed","yes","left","space","575.913100518","321.547680709","20","red","2","circle"
"100","100","25","627.45510342","low_load","1","1","0","","6","3","Female","Right-handed","yes","left","space","525.572907733","1097.18881942","20","green","5","circle"
"100","100","25","633.566573254","low_load","1","1","0","","6","2","Female","Right-handed","yes","down","space","768.126911236","657.904450971","20","red","2","circle"
"100","100","25","685.260974817","low_load","1","1","0","","6","2","Female","Right-handed","yes","left","space","576.717440345","2241.24775303","20","green","2","circle"
"100","100","25","674.627515765","low_load","1","1","0","","6","4","Female","Right-handed","yes","down","space","757.15030219","273.100957798","20","red","4","diamond"
"100","100","25","663.98002205","low_load","1","1","0","","6","1","Female","Right-handed","yes","down","space","777.886106371","209.354138846","20","green","1","circle"
"100","100","25","661.637698565","low_load","1","1","0","","6","4","Female","Right-handed","yes","down","space","658.440036103","585.196362517","20","red","4","diamond"
"100","100","25","663.282853349","low_load","1","1","0","","6","3","Female","Right-handed","yes","down","space","816.879591162","568.911687777","20","red","3","diamond"
"100","100","25","657.322475172","low_load","1","1","0","","6","4","Female","Right-handed","yes","down","space","542.828691337","545.321888276","20","green","4","circle"
"100","100","25","667.342394297","low_load","1","1","0","","6","1","Female","Right-handed","yes","left","space","1438.41364171","297.067911873","20","green","1","circle"
"100","100","25","658.575076747","low_load","1","1","0","","6","1","Female","Right-handed","yes","down","space","643.076439534","305.846376868","20","green","1","diamond"
"100","100","25","1078.57467003","low_load","1","1","1","0","0","1","Female","Right-handed","no","left","space","931.730212615","1225.41912746","20","green","1","circle"
"100","100","25","906.528125437","low_load","1","1","1","0","0","1","Female","Right-handed","no","down","space","890.9971986","577.965963079","20","red","1","diamond"
"100","100","25","761.10417131","low_load","1","1","1","3","3","1","Female","Right-handed","no","down","space","586.841603101","353.67092301","20","red","1","diamond"
"100","100","25","702.775581807","low_load","1","1","1","0","0","1","Female","Right-handed","no","left","space","878.238085235","177.341541363","20","green","7","diamond"
"100","100","25","723.140164556","low_load","1","1","1","0","0","1","Female","Right-handed","no","left","space","775.233196022","833.963795085","20","green","7","circle"
"100","100","25","741.624266176","low_load","1","1","1","3","3","4","Female","Right-handed","no","down","space","762.678695421","905.410853127","20","green","4","diamond"
"100","100","25","699.566744148","low_load","1","1","1","","6","2","Female","Right-handed","no","down","space","637.237599352","257.205624614","20","green","2","diamond"
"100","100","25","676.357463795","low_load","1","1","1","0","0","2","Female","Right-handed","no","left","space","786.049770933","241.735231713","20","red","2","circle"
"100","100","25","653.773051229","low_load","1","1","1","0","0","1","Female","Right-handed","no","left","space","696.831869558","249.36363184","20","green","1","circle"
"100","100","25","633.865529643","low_load","1","1","1","","6","3","Female","Right-handed","no","down","space","620.318881614","289.076789122","20","red","5","circle"
"90","100","25","663.214076471","low_load","0","1","1","0","0","3","Female","Right-handed","no","left","space","729.760093134","1183.63899637","20","green","3","circle"
"91","100","25","659.690469737","low_load","1","1","1","","6","3","Female","Right-handed","no","down","space","928.509325429","313.35226589","20","red","3","diamond"
"92","100","25","657.915626466","low_load","1","1","1","0","0","4","Female","Right-handed","no","left","space","688.350702432","584.884312004","20","green","4","circle"
"92","100","25","679.076683742","low_load","1","1","1","7","1","3","Female","Right-handed","no","left","space","1098.73015009","809.610706579","20","red","5","diamond"
"86","100","25","686.084054796","low_load","0","1","1","","6","2","Female","Right-handed","no","down","space","737.310240103","831.064258993","20","red","6","circle"
"87","100","25","676.129148579","low_load","1","1","1","5","3","0","Female","Right-handed","no","left","space","707.81745846","345.793652188","20","red","0","diamond"
"88","100","25","685.006775934","low_load","1","1","1","","6","2","Female","Right-handed","no","left","space","908.82737322","745.270254018","20","green","6","circle"
